Date,Year,Month Number,Month Name,Product,Segment,Country,Units Sold,Sale Price,Manufacturing Price,Gross Sales,Discounts,Sales,COGS,Profit,Profit Margin,Total Expenses,Actual Expenses,Net Income,Inventory,Total assets,Liabilities,Equity,Current Ratio,Quick Ratio,Debt-to-Equity Ratio,Return on Assets,Discount Band,COGS ,Gross Sales ,Sales ,Profit ,Units Sold ,Sale Price ,Manufacturing Price ,Discount Band ,Discounts ,Month Name ,Product 
2025-02-07,2025,2,Feb,Echo,Consumer,USA,9,289.77,109.24,2607.95,182.56,2425.39,983.2,1442.19,0.5946,395.95,380.15,1062.04,182.12,5000.0,3106.33,1893.67,1.56,1.23,1.64,0.2124,5-10%,983.2,2607.95,2425.39,1442.19,9,289.77,109.24,5-10%,182.56,Feb,Echo
2025-05-10,2025,5,May,Echo,Consumer,Canada,8,201.37,89.56,1610.93,402.73,1208.19,716.45,491.74,0.407,293.64,295.35,196.39,114.97,5000.0,2143.65,2856.35,1.69,1.39,0.75,0.0393,20%+,716.45,1610.93,1208.19,491.74,8,201.37,89.56,20%+,402.73,May,Echo
2024-09-30,2024,9,Sep,Cobalt,Consumer,India,7,161.48,76.13,1130.39,79.13,1051.26,532.93,518.33,0.4931,193.88,180.07,338.25,63.2,5000.0,2553.13,2446.87,2.15,1.59,1.04,0.0677,5-10%,532.93,1130.39,1051.26,518.33,7,161.48,76.13,5-10%,79.13,Sep,Cobalt
2025-04-08,2025,4,Apr,Delta,Consumer,USA,10,158.92,78.71,1589.22,111.25,1477.98,787.06,690.92,0.4675,327.96,332.17,358.75,146.87,5000.0,3049.14,1950.86,1.2,0.64,1.56,0.0717,5-10%,787.06,1589.22,1477.98,690.92,10,158.92,78.71,5-10%,111.25,Apr,Delta
2025-02-05,2025,2,Feb,Cobalt,SMB,Canada,15,253.12,99.39,3796.8,949.2,2847.6,1490.83,1356.77,0.4765,649.12,693.11,663.66,167.95,5076.92,2863.98,2212.94,1.29,0.82,1.29,0.1307,20%+,1490.83,3796.8,2847.6,1356.77,15,253.12,99.39,20%+,949.2,Feb,Cobalt
2023-01-29,2023,1,Jan,Bravo,Consumer,Germany,4,180.63,65.21,722.52,0.0,722.52,260.84,461.68,0.639,137.6,128.18,333.51,50.0,5000.0,2404.74,2595.26,1.64,1.21,0.93,0.0667,0-5%,260.84,722.52,722.52,461.68,4,180.63,65.21,0-5%,0.0,Jan,Bravo
2024-01-29,2024,1,Jan,Echo,Consumer,USA,7,329.48,173.76,2306.34,69.19,2237.15,1216.32,1020.83,0.4563,510.83,472.23,548.6,244.96,5000.0,3023.81,1976.19,1.61,1.38,1.53,0.1097,0-5%,1216.32,2306.34,2237.15,1020.83,7,329.48,173.76,0-5%,69.19,Jan,Echo
2023-04-02,2023,4,Apr,Echo,Consumer,USA,6,232.85,93.31,1397.12,41.91,1355.2,559.86,795.34,0.5869,235.02,224.14,571.2,70.88,5000.0,3115.94,1884.06,1.44,0.84,1.65,0.1142,0-5%,559.86,1397.12,1355.2,795.34,6,232.85,93.31,0-5%,41.91,Apr,Echo
2025-08-24,2025,8,Aug,Alpha,Consumer,USA,7,284.45,125.42,1991.16,0.0,1991.16,877.94,1113.22,0.5591,305.31,328.46,784.76,173.89,5000.0,2626.43,2373.57,1.91,1.55,1.11,0.157,0-5%,877.94,1991.16,1991.16,1113.22,7,284.45,125.42,0-5%,0.0,Aug,Alpha
2023-07-24,2023,7,Jul,Flux,Consumer,Germany,5,237.55,115.85,1187.74,296.94,890.81,579.25,311.56,0.3498,114.75,117.83,193.73,76.29,5000.0,2441.21,2558.79,1.23,0.79,0.95,0.0387,20%+,579.25,1187.74,890.81,311.56,5,237.55,115.85,20%+,296.94,Jul,Flux
2023-12-24,2023,12,Dec,Delta,Consumer,USA,6,242.87,101.06,1457.21,43.72,1413.49,606.36,807.14,0.571,394.94,422.19,384.95,100.32,5000.0,2497.66,2502.34,1.91,1.42,1.0,0.077,0-5%,606.36,1457.21,1413.49,807.14,6,242.87,101.06,0-5%,43.72,Dec,Delta
2024-04-28,2024,4,Apr,Cobalt,Enterprise,USA,7,306.69,126.0,2146.86,150.28,1996.58,881.99,1114.59,0.5583,537.17,556.2,558.39,177.24,5000.0,2701.93,2298.07,1.25,0.82,1.18,0.1117,5-10%,881.99,2146.86,1996.58,1114.59,7,306.69,126.0,5-10%,150.28,Apr,Cobalt
2025-11-15,2025,11,Nov,Cobalt,SMB,India,10,253.09,90.94,2530.86,75.93,2454.94,909.35,1545.59,0.6296,580.83,624.85,920.74,134.44,5000.0,2004.71,2995.29,1.98,1.45,0.67,0.1841,0-5%,909.35,2530.86,2454.94,1545.59,10,253.09,90.94,0-5%,75.93,Nov,Cobalt
2024-06-17,2024,6,Jun,Alpha,Consumer,USA,7,223.0,110.78,1561.02,0.0,1561.02,775.48,785.54,0.5032,347.57,342.15,443.4,118.44,5000.0,2156.21,2843.79,2.33,1.77,0.76,0.0887,0-5%,775.48,1561.02,1561.02,785.54,7,223.0,110.78,0-5%,0.0,Jun,Alpha
2024-09-25,2024,9,Sep,Cobalt,Consumer,UK,8,238.94,125.81,1911.48,57.34,1854.14,1006.51,847.63,0.4572,314.43,326.03,521.59,103.76,5000.0,2037.16,2962.84,1.76,1.53,0.69,0.1043,0-5%,1006.51,1911.48,1854.14,847.63,8,238.94,125.81,0-5%,57.34,Sep,Cobalt
2025-02-18,2025,2,Feb,Delta,Enterprise,UK,8,112.57,50.89,900.53,0.0,900.53,407.1,493.42,0.5479,129.15,136.75,356.67,50.0,5000.0,1769.05,3230.95,2.18,1.62,0.55,0.0713,0-5%,407.1,900.53,900.53,493.42,8,112.57,50.89,0-5%,0.0,Feb,Delta
2024-04-24,2024,4,Apr,Cobalt,Consumer,India,12,175.05,90.2,2100.65,0.0,2100.65,1082.38,1018.27,0.4847,430.4,414.88,603.39,211.35,5000.0,2813.03,2186.97,2.18,1.67,1.29,0.1207,0-5%,1082.38,2100.65,2100.65,1018.27,12,175.05,90.2,0-5%,0.0,Apr,Cobalt
2025-10-06,2025,10,Oct,Alpha,Enterprise,Canada,4,322.08,126.53,1288.3,38.65,1249.65,506.11,743.54,0.595,304.35,301.8,441.74,51.8,5000.0,2371.7,2628.3,1.72,1.27,0.9,0.0883,0-5%,506.11,1288.3,1249.65,743.54,4,322.08,126.53,0-5%,38.65,Oct,Alpha
2025-06-03,2025,6,Jun,Delta,Consumer,India,5,209.64,77.46,1048.22,0.0,1048.22,387.28,660.93,0.6305,183.98,175.96,484.97,64.98,5000.0,2122.11,2877.89,2.16,1.76,0.74,0.097,0-5%,387.28,1048.22,1048.22,660.93,5,209.64,77.46,0-5%,0.0,Jun,Delta
2023-09-02,2023,9,Sep,Alpha,Enterprise,UK,8,374.28,184.94,2994.27,209.6,2784.67,1479.55,1305.12,0.4687,568.01,569.41,735.71,218.25,5000.0,2836.76,2163.24,1.81,1.51,1.31,0.1471,5-10%,1479.55,2994.27,2784.67,1305.12,8,374.28,184.94,5-10%,209.6,Sep,Alpha
2025-03-23,2025,3,Mar,Flux,Consumer,UK,9,293.68,122.05,2643.1,0.0,2643.1,1098.47,1544.63,0.5844,713.08,715.11,829.52,215.48,5000.0,2497.61,2502.39,1.57,1.06,1.0,0.1659,0-5%,1098.47,2643.1,2643.1,1544.63,9,293.68,122.05,0-5%,0.0,Mar,Flux
2025-07-23,2025,7,Jul,Alpha,Consumer,UK,7,261.7,106.75,1831.89,54.96,1776.94,747.28,1029.65,0.5795,383.48,386.11,643.54,122.84,5000.0,2720.94,2279.06,1.89,1.29,1.19,0.1287,0-5%,747.28,1831.89,1776.94,1029.65,7,261.7,106.75,0-5%,54.96,Jul,Alpha
2023-07-26,2023,7,Jul,Cobalt,Consumer,UK,7,158.67,78.95,1110.69,0.0,1110.69,552.64,558.06,0.5024,255.19,250.68,307.38,92.7,5000.0,2089.6,2910.4,1.94,1.44,0.72,0.0615,0-5%,552.64,1110.69,1110.69,558.06,7,158.67,78.95,0-5%,0.0,Jul,Cobalt
2025-12-10,2025,12,Dec,Cobalt,Consumer,USA,7,195.33,81.83,1367.32,95.71,1271.61,572.82,698.79,0.5495,241.83,252.44,446.34,119.72,5000.0,2325.15,2674.85,1.64,1.28,0.87,0.0893,5-10%,572.82,1367.32,1271.61,698.79,7,195.33,81.83,5-10%,95.71,Dec,Cobalt
2023-03-09,2023,3,Mar,Flux,SMB,UK,17,238.08,125.45,4047.32,283.31,3764.0,2132.65,1631.35,0.4334,932.98,1005.05,626.3,323.57,6653.93,3218.18,3435.76,1.6,1.29,0.94,0.0941,5-10%,2132.65,4047.32,3764.0,1631.35,17,238.08,125.45,5-10%,283.31,Mar,Flux
2025-09-23,2025,9,Sep,Delta,Consumer,Canada,13,320.57,120.58,4167.38,0.0,4167.38,1567.6,2599.78,0.6238,811.48,871.79,1727.99,222.15,7146.26,2847.86,4298.4,1.66,1.12,0.66,0.2418,0-5%,1567.6,4167.38,4167.38,2599.78,13,320.57,120.58,0-5%,0.0,Sep,Delta
2024-06-02,2024,6,Jun,Alpha,Enterprise,Germany,10,257.7,95.55,2576.95,77.31,2499.64,955.45,1544.19,0.6178,365.96,348.35,1195.85,179.74,5000.0,2615.52,2384.48,1.02,0.68,1.1,0.2392,0-5%,955.45,2576.95,2499.64,1544.19,10,257.7,95.55,0-5%,77.31,Jun,Alpha
2024-06-02,2024,6,Jun,Flux,Enterprise,UK,7,157.07,75.99,1099.48,0.0,1099.48,531.96,567.52,0.5162,222.65,222.92,344.61,80.35,5000.0,2615.34,2384.66,1.72,1.41,1.1,0.0689,0-5%,531.96,1099.48,1099.48,567.52,7,157.07,75.99,0-5%,0.0,Jun,Flux
2024-01-26,2024,1,Jan,Cobalt,SMB,India,10,157.18,60.24,1571.76,47.15,1524.61,602.44,922.17,0.6049,267.66,288.02,634.15,111.56,5000.0,2164.9,2835.1,1.58,1.18,0.76,0.1268,0-5%,602.44,1571.76,1524.61,922.17,10,157.18,60.24,0-5%,47.15,Jan,Cobalt
2024-06-16,2024,6,Jun,Bravo,Enterprise,USA,9,150.12,65.84,1351.09,94.58,1256.51,592.52,663.99,0.5284,278.47,297.69,366.3,99.59,5000.0,2885.15,2114.85,2.11,1.84,1.36,0.0733,5-10%,592.52,1351.09,1256.51,663.99,9,150.12,65.84,5-10%,94.58,Jun,Bravo
2025-11-02,2025,11,Nov,Cobalt,SMB,Canada,9,245.41,102.01,2208.71,154.61,2054.1,918.07,1136.03,0.5531,431.21,428.25,707.78,110.68,5000.0,2443.66,2556.34,1.81,1.31,0.96,0.1416,5-10%,918.07,2208.71,2054.1,1136.03,9,245.41,102.01,5-10%,154.61,Nov,Cobalt
2023-10-23,2023,10,Oct,Alpha,SMB,USA,9,190.13,89.67,1711.15,51.33,1659.82,807.05,852.77,0.5138,360.29,372.55,480.22,105.98,5000.0,1782.12,3217.88,1.43,0.93,0.55,0.096,0-5%,807.05,1711.15,1659.82,852.77,9,190.13,89.67,0-5%,51.33,Oct,Alpha
2025-06-15,2025,6,Jun,Cobalt,SMB,India,6,212.23,97.14,1273.36,152.8,1120.56,582.84,537.72,0.4799,307.4,319.99,217.73,83.0,5000.0,3037.19,1962.81,2.2,1.92,1.55,0.0435,10-20%,582.84,1273.36,1120.56,537.72,6,212.23,97.14,10-20%,152.8,Jun,Cobalt
2024-07-19,2024,7,Jul,Delta,Consumer,Canada,9,208.78,95.33,1879.0,56.37,1822.63,857.93,964.7,0.5293,488.8,523.9,440.8,133.35,5000.0,2424.18,2575.82,2.37,2.16,0.94,0.0882,0-5%,857.93,1879.0,1822.63,964.7,9,208.78,95.33,0-5%,56.37,Jul,Delta
2023-10-15,2023,10,Oct,Delta,Consumer,USA,8,237.5,99.95,1899.97,228.0,1671.98,799.57,872.41,0.5218,346.0,322.13,550.28,162.91,5000.0,2668.13,2331.87,1.37,1.15,1.14,0.1101,10-20%,799.57,1899.97,1671.98,872.41,8,237.5,99.95,10-20%,228.0,Oct,Delta
2024-02-06,2024,2,Feb,Flux,SMB,Canada,11,250.85,123.02,2759.37,82.78,2676.58,1353.19,1323.4,0.4944,444.48,471.61,851.78,219.05,5000.0,3042.87,1957.13,1.25,0.78,1.55,0.1704,0-5%,1353.19,2759.37,2676.58,1323.4,11,250.85,123.02,0-5%,82.78,Feb,Flux
2025-12-20,2025,12,Dec,Echo,Consumer,USA,12,237.49,113.58,2849.91,85.5,2764.42,1362.92,1401.5,0.507,468.56,432.59,968.91,251.93,5067.68,3236.64,1831.04,2.39,1.83,1.77,0.1912,0-5%,1362.92,2849.91,2764.42,1401.5,12,237.49,113.58,0-5%,85.5,Dec,Echo
2024-10-10,2024,10,Oct,Echo,Enterprise,Germany,6,223.76,115.14,1342.55,161.11,1181.44,690.84,490.6,0.4153,281.1,300.26,190.34,83.72,5000.0,2123.28,2876.72,1.91,1.62,0.74,0.0381,10-20%,690.84,1342.55,1181.44,490.6,6,223.76,115.14,10-20%,161.11,Oct,Echo
2024-10-31,2024,10,Oct,Cobalt,Consumer,Canada,11,287.56,152.26,3163.14,94.89,3068.25,1674.86,1393.39,0.4541,695.83,696.78,696.61,168.17,5000.0,2185.81,2814.19,2.15,1.89,0.78,0.1393,0-5%,1674.86,3163.14,3068.25,1393.39,11,287.56,152.26,0-5%,94.89,Oct,Cobalt
2024-09-26,2024,9,Sep,Delta,SMB,Canada,13,224.99,110.95,2924.93,350.99,2573.94,1442.36,1131.58,0.4396,684.41,735.28,396.3,158.36,5000.0,1831.51,3168.49,1.61,1.15,0.58,0.0793,10-20%,1442.36,2924.93,2573.94,1131.58,13,224.99,110.95,10-20%,350.99,Sep,Delta
2025-12-01,2025,12,Dec,Echo,Enterprise,India,11,319.47,168.4,3514.13,105.42,3408.71,1852.39,1556.31,0.4566,490.35,495.61,1060.71,187.59,5000.0,2116.44,2883.56,2.35,2.03,0.73,0.2121,0-5%,1852.39,3514.13,3408.71,1556.31,11,319.47,168.4,0-5%,105.42,Dec,Echo
2025-03-22,2025,3,Mar,Cobalt,Consumer,USA,7,228.99,87.08,1602.9,0.0,1602.9,609.53,993.37,0.6197,239.45,239.15,754.22,110.18,5000.0,1935.33,3064.67,1.92,1.45,0.63,0.1508,0-5%,609.53,1602.9,1602.9,993.37,7,228.99,87.08,0-5%,0.0,Mar,Cobalt
2025-07-12,2025,7,Jul,Bravo,Consumer,UK,14,286.68,127.69,4013.48,0.0,4013.48,1787.65,2225.83,0.5546,1078.67,1148.35,1077.49,196.27,5625.78,2850.48,2775.31,1.6,1.38,1.03,0.1915,0-5%,1787.65,4013.48,4013.48,2225.83,14,286.68,127.69,0-5%,0.0,Jul,Bravo
2025-03-12,2025,3,Mar,Cobalt,Enterprise,USA,8,244.84,93.72,1958.69,58.76,1899.92,749.78,1150.14,0.6054,336.73,326.49,823.65,164.71,5000.0,2677.12,2322.88,1.43,1.1,1.15,0.1647,0-5%,749.78,1958.69,1899.92,1150.14,8,244.84,93.72,0-5%,58.76,Mar,Cobalt
2025-09-05,2025,9,Sep,Echo,Enterprise,UK,6,204.66,105.76,1227.95,0.0,1227.95,634.56,593.39,0.4832,228.5,212.17,381.21,83.91,5000.0,3185.15,1814.85,2.34,2.14,1.76,0.0762,0-5%,634.56,1227.95,1227.95,593.39,6,204.66,105.76,0-5%,0.0,Sep,Echo
2023-01-24,2023,1,Jan,Delta,Consumer,USA,9,174.9,76.33,1574.06,110.18,1463.88,686.93,776.94,0.5307,187.23,184.23,592.71,99.35,5000.0,1864.8,3135.2,1.88,1.39,0.59,0.1185,5-10%,686.93,1574.06,1463.88,776.94,9,174.9,76.33,5-10%,110.18,Jan,Delta
2024-04-17,2024,4,Apr,Bravo,Enterprise,India,12,222.84,120.58,2674.12,80.22,2593.9,1446.99,1146.91,0.4422,651.28,691.94,454.97,274.32,5000.0,2341.92,2658.08,1.5,1.26,0.88,0.091,0-5%,1446.99,2674.12,2593.9,1146.91,12,222.84,120.58,0-5%,80.22,Apr,Bravo
2024-07-19,2024,7,Jul,Cobalt,SMB,USA,7,170.45,63.77,1193.15,143.18,1049.97,446.37,603.6,0.5749,218.99,226.93,376.67,64.3,5000.0,2317.77,2682.23,1.69,1.2,0.86,0.0753,10-20%,446.37,1193.15,1049.97,603.6,7,170.45,63.77,10-20%,143.18,Jul,Cobalt
2025-11-01,2025,11,Nov,Delta,Consumer,USA,8,170.39,82.2,1363.1,40.89,1322.21,657.62,664.59,0.5026,331.63,345.92,318.68,86.96,5000.0,2296.34,2703.66,1.66,1.27,0.85,0.0637,0-5%,657.62,1363.1,1322.21,664.59,8,170.39,82.2,0-5%,40.89,Nov,Delta
2024-01-14,2024,1,Jan,Echo,Consumer,USA,9,244.75,122.69,2202.79,154.2,2048.59,1104.17,944.43,0.461,322.42,346.7,597.72,182.11,5000.0,2189.72,2810.28,1.8,1.27,0.78,0.1195,5-10%,1104.17,2202.79,2048.59,944.43,9,244.75,122.69,5-10%,154.2,Jan,Echo
2025-01-08,2025,1,Jan,Flux,Consumer,Canada,10,180.4,78.26,1803.99,0.0,1803.99,782.61,1021.38,0.5662,340.5,359.52,661.87,151.15,5000.0,2016.41,2983.59,1.56,1.27,0.68,0.1324,0-5%,782.61,1803.99,1803.99,1021.38,10,180.4,78.26,0-5%,0.0,Jan,Flux
2024-04-17,2024,4,Apr,Cobalt,Enterprise,Germany,7,106.27,44.45,743.92,22.32,721.6,311.14,410.46,0.5688,111.85,115.74,294.72,67.39,5000.0,2855.71,2144.29,1.57,1.06,1.33,0.0589,0-5%,311.14,743.92,721.6,410.46,7,106.27,44.45,0-5%,22.32,Apr,Cobalt
2023-11-04,2023,11,Nov,Cobalt,Consumer,USA,10,164.61,70.48,1646.06,197.53,1448.53,704.81,743.72,0.5134,318.79,338.27,405.45,113.76,5000.0,2510.91,2489.09,1.91,1.61,1.01,0.0811,10-20%,704.81,1646.06,1448.53,743.72,10,164.61,70.48,10-20%,197.53,Nov,Cobalt
2025-05-23,2025,5,May,Flux,Consumer,Germany,7,235.21,93.52,1646.46,0.0,1646.46,654.64,991.82,0.6024,352.1,347.88,643.93,98.57,5000.0,2840.51,2159.49,2.31,2.11,1.32,0.1288,0-5%,654.64,1646.46,1646.46,991.82,7,235.21,93.52,0-5%,0.0,May,Flux
2024-05-21,2024,5,May,Cobalt,Enterprise,USA,9,269.83,121.3,2428.47,0.0,2428.47,1091.66,1336.81,0.5505,567.34,541.75,795.06,110.38,5000.0,2879.08,2120.92,2.0,1.5,1.36,0.159,0-5%,1091.66,2428.47,2428.47,1336.81,9,269.83,121.3,0-5%,0.0,May,Cobalt
2023-07-29,2023,7,Jul,Bravo,SMB,Germany,8,167.94,65.0,1343.49,0.0,1343.49,520.0,823.49,0.613,300.68,281.15,542.34,58.6,5000.0,2240.82,2759.18,1.86,1.33,0.81,0.1085,0-5%,520.0,1343.49,1343.49,823.49,8,167.94,65.0,0-5%,0.0,Jul,Bravo
2025-12-24,2025,12,Dec,Bravo,Consumer,USA,9,312.81,166.42,2815.25,337.83,2477.42,1497.74,979.68,0.3954,392.35,413.34,566.34,248.39,5000.0,2378.21,2621.79,2.0,1.65,0.91,0.1133,10-20%,1497.74,2815.25,2477.42,979.68,9,312.81,166.42,10-20%,337.83,Dec,Bravo
2023-02-23,2023,2,Feb,Bravo,SMB,India,10,254.34,98.1,2543.38,305.21,2238.18,980.98,1257.19,0.5617,591.91,603.7,653.49,142.14,5000.0,1933.63,3066.37,1.74,1.3,0.63,0.1307,10-20%,980.98,2543.38,2238.18,1257.19,10,254.34,98.1,10-20%,305.21,Feb,Bravo
2023-10-18,2023,10,Oct,Alpha,SMB,USA,10,199.68,109.24,1996.84,0.0,1996.84,1092.44,904.4,0.4529,276.0,266.43,637.97,206.26,5000.0,2004.98,2995.02,1.86,1.58,0.67,0.1276,0-5%,1092.44,1996.84,1996.84,904.4,10,199.68,109.24,0-5%,0.0,Oct,Alpha
2024-09-02,2024,9,Sep,Flux,Enterprise,UK,8,170.09,85.63,1360.74,163.29,1197.45,685.07,512.39,0.4279,154.3,151.78,360.6,122.86,5000.0,2648.35,2351.65,2.33,1.91,1.13,0.0721,10-20%,685.07,1360.74,1197.45,512.39,8,170.09,85.63,10-20%,163.29,Sep,Flux
2024-12-05,2024,12,Dec,Alpha,Consumer,USA,10,215.52,85.13,2155.21,0.0,2155.21,851.3,1303.91,0.605,278.38,269.94,1033.97,85.88,5000.0,1782.29,3217.71,0.8,0.5,0.55,0.2068,0-5%,851.3,2155.21,2155.21,1303.91,10,215.52,85.13,0-5%,0.0,Dec,Alpha
2025-11-22,2025,11,Nov,Bravo,Consumer,USA,11,269.65,136.98,2966.19,355.94,2610.25,1506.81,1103.44,0.4227,717.21,737.69,365.75,242.51,5000.0,3118.63,1881.37,2.13,1.71,1.66,0.0731,10-20%,1506.81,2966.19,2610.25,1103.44,11,269.65,136.98,10-20%,355.94,Nov,Bravo
2025-08-22,2025,8,Aug,Alpha,Consumer,USA,10,202.41,104.09,2024.15,141.69,1882.46,1040.86,841.6,0.4471,326.62,338.24,503.36,220.63,5000.0,2275.36,2724.64,1.98,1.77,0.84,0.1007,5-10%,1040.86,2024.15,1882.46,841.6,10,202.41,104.09,5-10%,141.69,Aug,Alpha
2023-10-10,2023,10,Oct,Cobalt,Enterprise,UK,7,256.13,115.51,1792.91,53.79,1739.12,808.54,930.58,0.5351,221.72,210.66,719.92,151.21,5000.0,3061.06,1938.94,2.12,1.82,1.58,0.144,0-5%,808.54,1792.91,1739.12,930.58,7,256.13,115.51,0-5%,53.79,Oct,Cobalt
2023-11-25,2023,11,Nov,Cobalt,Enterprise,USA,14,261.99,123.92,3667.81,256.75,3411.06,1734.83,1676.23,0.4914,813.19,818.33,857.9,248.9,5000.0,2800.22,2199.78,1.62,1.24,1.27,0.1716,5-10%,1734.83,3667.81,3411.06,1676.23,14,261.99,123.92,5-10%,256.75,Nov,Cobalt
2024-07-01,2024,7,Jul,Alpha,Consumer,USA,12,184.86,65.7,2218.37,0.0,2218.37,788.45,1429.92,0.6446,529.85,560.78,869.14,166.29,5000.0,1843.85,3156.15,1.84,1.59,0.58,0.1738,0-5%,788.45,2218.37,2218.37,1429.92,12,184.86,65.7,0-5%,0.0,Jul,Alpha
2024-11-05,2024,11,Nov,Alpha,Consumer,USA,8,150.39,81.49,1203.16,0.0,1203.16,651.95,551.21,0.4581,304.9,291.01,260.21,105.03,5000.0,3231.79,1768.21,1.65,1.39,1.83,0.052,0-5%,651.95,1203.16,1203.16,551.21,8,150.39,81.49,0-5%,0.0,Nov,Alpha
2025-01-05,2025,1,Jan,Flux,Enterprise,Germany,8,273.45,126.61,2187.62,262.51,1925.11,1012.9,912.21,0.4738,513.64,554.65,357.55,145.56,5000.0,2445.34,2554.66,1.57,0.97,0.96,0.0715,10-20%,1012.9,2187.62,1925.11,912.21,8,273.45,126.61,10-20%,262.51,Jan,Flux
2024-05-20,2024,5,May,Cobalt,SMB,USA,13,231.03,95.54,3003.39,360.41,2642.98,1241.97,1401.01,0.5301,696.28,721.92,679.1,270.62,5000.0,2350.77,2649.23,1.42,0.84,0.89,0.1358,10-20%,1241.97,3003.39,2642.98,1401.01,13,231.03,95.54,10-20%,360.41,May,Cobalt
2025-09-23,2025,9,Sep,Alpha,Enterprise,India,6,311.09,118.46,1866.55,0.0,1866.55,710.74,1155.8,0.6192,415.44,445.89,709.91,102.94,5000.0,2302.46,2697.54,2.12,1.73,0.85,0.142,0-5%,710.74,1866.55,1866.55,1155.8,6,311.09,118.46,0-5%,0.0,Sep,Alpha
2023-08-28,2023,8,Aug,Alpha,Consumer,USA,14,160.3,64.35,2244.18,157.09,2087.09,900.86,1186.23,0.5684,501.72,495.23,691.01,94.87,5000.0,2160.3,2839.7,2.06,1.84,0.76,0.1382,5-10%,900.86,2244.18,2087.09,1186.23,14,160.3,64.35,5-10%,157.09,Aug,Alpha
2023-02-01,2023,2,Feb,Bravo,SMB,Germany,8,92.42,39.72,739.33,22.18,717.15,317.78,399.38,0.5569,157.08,148.95,250.42,67.69,5000.0,2593.2,2406.8,1.86,1.48,1.08,0.0501,0-5%,317.78,739.33,717.15,399.38,8,92.42,39.72,0-5%,22.18,Feb,Bravo
2024-02-04,2024,2,Feb,Flux,Enterprise,USA,7,218.24,81.39,1527.69,0.0,1527.69,569.73,957.96,0.6271,269.97,280.48,677.47,85.08,5000.0,2350.81,2649.19,1.46,1.15,0.89,0.1355,0-5%,569.73,1527.69,1527.69,957.96,7,218.24,81.39,0-5%,0.0,Feb,Flux
2025-11-25,2025,11,Nov,Bravo,Consumer,USA,14,245.25,88.37,3433.45,0.0,3433.45,1237.16,2196.28,0.6397,544.49,518.56,1677.72,252.47,6111.28,2813.86,3297.42,1.72,1.26,0.85,0.2745,0-5%,1237.16,3433.45,3433.45,2196.28,14,245.25,88.37,0-5%,0.0,Nov,Bravo
2025-08-15,2025,8,Aug,Flux,Consumer,Germany,11,233.1,109.31,2564.05,0.0,2564.05,1202.43,1361.62,0.531,529.46,551.09,810.53,165.31,5025.15,2710.8,2314.34,1.83,1.41,1.17,0.1613,0-5%,1202.43,2564.05,2564.05,1361.62,11,233.1,109.31,0-5%,0.0,Aug,Flux
2025-07-25,2025,7,Jul,Echo,Consumer,India,9,87.89,39.18,791.01,0.0,791.01,352.64,438.37,0.5542,122.31,122.34,316.03,50.0,5000.0,2638.97,2361.03,1.96,1.58,1.12,0.0632,0-5%,352.64,791.01,791.01,438.37,9,87.89,39.18,0-5%,0.0,Jul,Echo
2024-04-15,2024,4,Apr,Cobalt,Consumer,India,9,235.1,95.21,2115.89,0.0,2115.89,856.87,1259.02,0.595,324.53,341.51,917.51,185.76,5000.0,1962.04,3037.96,2.38,1.86,0.65,0.1835,0-5%,856.87,2115.89,2115.89,1259.02,9,235.1,95.21,0-5%,0.0,Apr,Cobalt
2024-04-05,2024,4,Apr,Bravo,Consumer,USA,12,237.74,99.99,2852.89,85.59,2767.31,1199.89,1567.42,0.5664,527.34,536.17,1031.25,167.87,5297.62,3097.48,2200.14,1.29,0.71,1.41,0.1947,0-5%,1199.89,2852.89,2767.31,1567.42,12,237.74,99.99,0-5%,85.59,Apr,Bravo
2024-11-01,2024,11,Nov,Echo,SMB,USA,14,218.37,107.2,3057.14,91.71,2965.42,1500.85,1464.58,0.4939,440.54,428.2,1036.38,319.44,5683.6,2824.25,2859.35,1.63,1.04,0.99,0.1823,0-5%,1500.85,3057.14,2965.42,1464.58,14,218.37,107.2,0-5%,91.71,Nov,Echo
2023-06-11,2023,6,Jun,Alpha,Enterprise,Germany,9,226.79,88.31,2041.12,142.88,1898.24,794.79,1103.45,0.5813,263.49,281.81,821.64,107.15,5000.0,2190.12,2809.88,1.51,1.05,0.78,0.1643,5-10%,794.79,2041.12,1898.24,1103.45,9,226.79,88.31,5-10%,142.88,Jun,Alpha
2025-04-26,2025,4,Apr,Alpha,Enterprise,USA,8,337.54,137.75,2700.3,189.02,2511.28,1101.98,1409.3,0.5612,502.83,540.14,869.16,204.54,5196.46,2607.15,2589.31,1.71,1.37,1.01,0.1673,5-10%,1101.98,2700.3,2511.28,1409.3,8,337.54,137.75,5-10%,189.02,Apr,Alpha
2025-11-29,2025,11,Nov,Flux,Consumer,India,8,159.18,72.31,1273.46,152.81,1120.64,578.5,542.14,0.4838,190.91,176.19,365.95,119.57,5000.0,2364.73,2635.27,2.0,1.5,0.9,0.0732,10-20%,578.5,1273.46,1120.64,542.14,8,159.18,72.31,10-20%,152.81,Nov,Flux
2025-09-27,2025,9,Sep,Flux,SMB,Canada,7,264.43,141.42,1851.04,55.53,1795.51,989.96,805.55,0.4486,470.02,435.7,369.85,164.98,5000.0,2042.61,2957.39,1.99,1.79,0.69,0.074,0-5%,989.96,1851.04,1795.51,805.55,7,264.43,141.42,0-5%,55.53,Sep,Flux
