Month,Year,Quarter,Business_Unit,Region,Actual_Revenue,Budget_Revenue,Forecast_Revenue,Actual_COGS,Budget_COGS,Forecast_COGS,Actual_Opex,Budget_Opex,Forecast_Opex,Assets,Operating_Cash_Flow,Headcount
2026-06-01,2026,Q2,Enterprise,Central,1801764.13,1700583.58,1688028.09,876969.33,816280.12,813629.54,491250.07,459157.57,462519.7,3783704.68,391655.59,104
2026-06-01,2026,Q2,Enterprise,West,1929568.03,1847924.96,1825090.05,904734.74,887003.98,879693.4,546841.36,498939.74,500074.67,4052092.87,434512.66,111
2026-06-01,2026,Q2,SMB,East,1160332.05,1114167.75,1118131.57,638073.75,601650.59,606027.31,330628.5,323108.65,328730.68,1972564.49,165076.42,82
2026-06-01,2026,Q2,SMB,Central,993050.65,977822.73,979576.97,540282.83,528024.27,530930.72,295931.72,283568.59,287995.63,1688186.1,132260.5,73
2026-06-01,2026,Q2,SMB,West,1080497.29,1065804.7,1050134.77,585999.85,575534.54,569173.05,300762.39,309083.36,308739.62,1836845.39,160002.58,79
2026-06-01,2026,Q2,Digital,East,867195.61,804636.76,793187.92,320118.4,289669.23,287134.03,301975.71,273576.5,272856.64,1214073.85,215991.66,60
2026-06-01,2026,Q2,Digital,Central,727331.6,734158.06,726327.62,255927.14,264296.9,262930.6,242752.71,249613.74,249856.7,1018264.23,188704.27,53
2026-06-01,2026,Q2,Digital,West,791914.74,786618.85,788868.85,283267.38,283182.79,285570.52,269394.21,267450.41,271370.88,1108680.64,199297.98,57
2026-06-01,2026,Q2,Services,East,598183.72,605703.08,615262.21,257245.64,254395.29,259640.65,189990.37,187767.96,193192.33,957093.95,134591.59,54
2026-06-01,2026,Q2,Services,Central,524737.01,538550.81,539663.93,221633.3,226191.34,227738.18,157255.0,166950.75,169454.48,839579.22,105286.74,48
2026-06-01,2026,Q2,Services,West,577043.37,568523.57,571096.67,247201.79,238779.9,241002.79,181754.64,176242.31,179324.35,923269.39,132033.14,52
2026-07-01,2026,Q3,Enterprise,East,1920291.51,1859277.61,1834948.65,909251.97,892453.25,884445.25,545446.34,502004.96,502775.93,4032612.18,417874.96,116
2026-07-01,2026,Q3,Enterprise,Central,1657877.04,1683711.58,1664089.03,815783.6,808181.56,802090.91,472460.72,454602.13,455960.4,3481541.78,307793.89,104
2026-07-01,2026,Q3,Enterprise,West,1915144.46,1785055.61,1783541.55,944162.77,856826.69,859667.03,527835.04,481965.02,488690.38,4021803.36,385737.4,112
2026-07-01,2026,Q3,SMB,East,1099674.86,1094389.39,1081762.53,585273.03,590970.27,586315.29,313642.85,317372.92,318038.18,1869447.25,178059.19,82
2026-07-01,2026,Q3,SMB,Central,1023318.21,970289.4,970219.38,560415.96,523956.27,525858.91,288778.88,281383.93,285244.5,1739640.96,159792.25,74
2026-07-01,2026,Q3,SMB,West,1068937.1,1053057.74,1083432.72,565891.14,568651.18,587220.53,311181.11,305386.75,318529.22,1817193.07,170325.13,79
2026-07-01,2026,Q3,Digital,East,835875.91,790874.69,812994.37,299506.27,284714.89,294303.96,293565.18,268897.4,279670.06,1170226.27,176257.86,60
2026-07-01,2026,Q3,Digital,Central,762588.49,706585.52,711586.14,272435.57,254370.79,257594.18,271660.17,240239.08,244785.63,1067623.89,176185.91,53
2026-07-01,2026,Q3,Digital,West,803926.11,768522.44,759958.2,292696.64,276668.08,275104.87,282935.09,261297.63,261425.62,1125496.55,196931.69,57
2026-07-01,2026,Q3,Services,East,566887.77,578207.87,588052.13,240633.33,242847.31,248158.0,181511.6,179244.44,184648.37,907020.44,113382.23,54
2026-07-01,2026,Q3,Services,Central,500157.66,518019.21,517434.9,208744.73,217568.07,218357.53,153094.75,160585.95,162474.56,800252.25,103254.71,48
2026-07-01,2026,Q3,Services,West,563476.19,557961.1,563520.23,235876.29,234343.66,237805.54,168359.84,172967.94,176945.35,901561.91,125924.31,52
2026-08-01,2026,Q3,Enterprise,East,1895073.52,1822528.89,1821798.72,905875.82,874813.87,878106.98,505521.13,492082.8,499172.85,3979654.4,385761.04,116
2026-08-01,2026,Q3,Enterprise,Central,1745550.9,1631182.8,1673160.21,861311.54,782967.74,806463.22,480303.71,440419.36,458445.9,3665656.89,304533.78,104
2026-08-01,2026,Q3,Enterprise,West,1757599.89,1768415.51,1765852.91,845091.33,848839.44,851141.1,456796.72,477472.19,483843.7,3690959.76,367729.95,112
2026-08-01,2026,Q3,SMB,East,1077783.26,1063507.65,1051236.33,576122.78,574294.13,569770.09,307596.87,308417.22,309063.48,1832231.54,163985.06,82
2026-08-01,2026,Q3,SMB,Central,942255.57,957037.18,947288.56,504974.65,516800.08,513430.4,288768.07,277540.78,278502.84,1601834.47,116796.95,74
2026-08-01,2026,Q3,SMB,West,1075847.41,1029117.6,1028942.01,577410.68,555723.5,557686.57,325405.39,298444.1,302508.95,1828940.59,154326.94,79
2026-08-01,2026,Q3,Digital,East,785058.69,790105.53,789655.12,292535.83,284437.99,285855.15,262229.66,268635.88,271641.36,1099082.17,180281.96,60
2026-08-01,2026,Q3,Digital,Central,761489.57,707130.65,705797.83,278757.65,254567.04,255498.81,260985.49,240424.42,242794.45,1066085.4,185197.27,54
2026-08-01,2026,Q3,Digital,West,756645.8,743555.12,759721.68,271042.87,267679.84,275019.25,250765.0,252808.74,261344.26,1059304.12,195566.0,58
2026-08-01,2026,Q3,Services,East,586865.32,575604.82,584628.62,247834.74,241754.02,246713.28,191664.43,178437.49,183573.39,938984.52,119709.13,54
2026-08-01,2026,Q3,Services,Central,521667.78,517093.83,516116.47,222237.63,217179.41,217801.15,168273.84,160299.09,162060.57,834668.45,115303.63,48
2026-08-01,2026,Q3,Services,West,558865.6,550644.3,558078.07,231533.85,231270.61,235508.94,177585.07,170699.73,175236.51,894184.96,129238.46,52
