OrderID,OrderDate,SellerID,SellerName,SellerTier,Region,Category,Units,UnitPrice,GMV,TakeRate,MarketplaceRevenue,RefundFlag,RefundAmount,PaymentFee,SupportCost,FulfillmentCost,PromoCost,ContributionMargin
500909,2025-06-01,1040,Seller 1040,Silver,West,Pet Supplies,3,1264.2,3071.4,0.1246,382.7,0,0.0,56.82,13.82,26.11,32.25,253.7
500910,2025-05-31,1073,Seller 1073,Bronze,Central,Electronics,2,3527.4,4025.4,0.1134,456.48,0,0.0,74.47,18.11,34.22,42.27,287.41
500911,2025-06-10,1036,Seller 1036,Silver,Central,Home & Kitchen,3,980.4,2381.4,0.1369,326.01,0,0.0,44.06,10.72,20.24,25.0,225.99
500912,2025-06-12,1052,Seller 1052,Silver,Central,Pet Supplies,1,3151.2000000000003,2551.8,0.1282,327.14,1,2010.0,47.21,11.48,21.69,26.79,179.77
500913,2025-06-04,1033,Seller 1033,Silver,South,Beauty,3,846.5999999999999,2056.8,0.1398,287.54,0,0.0,38.05,9.26,17.48,21.6,201.16
500914,2025-06-12,1040,Seller 1040,Silver,West,Pet Supplies,3,1341.0,3258.6,0.1278,416.45,0,0.0,60.28,14.66,27.7,34.22,279.59
500915,2025-06-06,1013,Seller 1013,Gold,West,Electronics,1,9021.0,9547.2,0.122,1164.76,0,0.0,176.62,42.96,81.15,100.25,763.78
500916,2025-06-10,1031,Seller 1031,Silver,West,Sports,2,2713.2,4395.0,0.1281,563.0,0,0.0,81.31,19.78,37.36,46.15,378.41
500917,2025-06-18,1060,Seller 1060,Bronze,East,Pet Supplies,2,1584.0,1807.8,0.1352,244.41,1,1444.8,33.44,8.14,15.37,18.98,139.59
500918,2025-06-20,1013,Seller 1013,Gold,West,Electronics,1,8288.4,8772.0,0.1203,1055.27,0,0.0,162.28,39.47,74.56,92.11,686.85
500919,2025-06-13,1065,Seller 1065,Bronze,South,Home & Kitchen,3,1563.6,2676.6,0.1466,392.39,0,0.0,49.52,12.04,22.75,28.1,279.97
500920,2025-05-31,1072,Seller 1072,Bronze,South,Home & Kitchen,3,1642.8,2812.2,0.1429,401.86,0,0.0,52.03,12.65,23.9,29.53,283.75
500921,2025-06-06,1008,Seller 1008,Platinum,West,Apparel,2,2151.0,6136.8,0.1243,762.8,0,0.0,113.53,27.62,52.16,64.44,505.06
500922,2025-06-03,1075,Seller 1075,Bronze,East,Beauty,4,757.8000000000001,1729.2,0.1465,253.33,0,0.0,31.99,7.78,14.7,18.16,180.7
500923,2025-06-28,1018,Seller 1018,Gold,West,Electronics,4,2164.2,9162.6,0.1181,1082.1,0,0.0,169.51,41.23,77.88,96.21,697.27
500924,2025-06-06,1044,Seller 1044,Silver,East,Pet Supplies,4,730.2,2365.2,0.1266,299.43,0,0.0,43.76,10.64,20.1,24.83,200.1
500925,2025-06-28,1059,Seller 1059,Bronze,Central,Beauty,3,912.0,1561.8,0.1485,231.93,0,0.0,28.89,7.03,13.28,16.4,166.33
500926,2025-06-25,1002,Seller 1002,Platinum,Central,Home & Kitchen,1,5353.8,7637.4,0.1399,1068.47,0,0.0,141.29,34.37,64.92,80.19,747.7
500927,2025-06-12,1010,Seller 1010,Platinum,West,Home & Kitchen,3,1187.3999999999999,5081.4,0.1337,679.38,0,0.0,94.01,22.87,43.19,53.35,465.96
500928,2025-06-29,1077,Seller 1077,Bronze,South,Home & Kitchen,3,2243.4,3840.6,0.1397,536.53,0,0.0,71.05,17.28,32.65,40.33,375.23
500929,2025-06-02,1025,Seller 1025,Gold,Central,Pet Supplies,2,1609.2,3406.2,0.1267,431.57,0,0.0,63.01,15.33,28.95,35.77,288.51
500930,2025-06-15,1079,Seller 1079,Bronze,South,Beauty,2,1180.8,1347.6,0.1565,210.9,0,0.0,24.93,6.06,11.45,14.15,154.3
500931,2025-07-15,1078,Seller 1078,Bronze,East,Home & Kitchen,3,2328.6000000000004,4113.0,0.1325,544.97,0,0.0,76.09,18.51,34.96,43.19,372.23
500932,2025-07-04,1022,Seller 1022,Gold,East,Sports,1,4162.200000000001,4545.0,0.1324,601.76,0,0.0,84.08,20.45,38.63,47.72,410.87
500933,2025-07-27,1009,Seller 1009,Platinum,Central,Pet Supplies,4,580.8,3420.0,0.1411,482.56,0,0.0,63.27,15.39,29.07,35.91,338.92
500934,2025-07-21,1003,Seller 1003,Platinum,East,Pet Supplies,2,1250.4,3680.4,0.1363,501.64,1,2731.2,68.09,16.56,31.28,38.64,292.44
500935,2025-07-11,1007,Seller 1007,Platinum,South,Beauty,1,2923.2,4302.0,0.1396,600.56,0,0.0,79.59,19.36,36.57,45.17,419.88
500936,2025-07-02,1067,Seller 1067,Bronze,South,Pet Supplies,2,1758.6,2070.6,0.1301,269.39,1,1320.6,38.31,9.32,17.6,21.74,156.01
500937,2025-07-10,1074,Seller 1074,Bronze,East,Pet Supplies,2,1937.3999999999999,2281.2,0.143,326.21,0,0.0,42.2,10.27,19.39,23.95,230.4
500938,2025-07-29,1040,Seller 1040,Silver,West,Pet Supplies,2,1518.0,2536.8,0.1304,330.8,0,0.0,46.93,11.42,21.56,26.64,224.25
500939,2025-07-25,1043,Seller 1043,Silver,West,Home & Kitchen,3,1822.2,4567.2,0.1312,599.22,0,0.0,84.49,20.55,38.82,47.96,407.39
500940,2025-07-01,1031,Seller 1031,Silver,West,Sports,1,4137.0,3456.6,0.131,452.81,0,0.0,63.95,15.55,29.38,36.29,307.64
500941,2025-07-01,1005,Seller 1005,Platinum,East,Electronics,3,2218.2,9794.4,0.1318,1290.9,0,0.0,181.2,44.07,83.25,102.84,879.54
500942,2025-07-12,1039,Seller 1039,Silver,East,Pet Supplies,2,1608.0,2687.4,0.1213,325.98,0,0.0,49.72,12.09,22.84,28.22,213.11
500943,2025-07-14,1013,Seller 1013,Gold,West,Electronics,1,9437.4,10305.0,0.1319,1359.23,0,0.0,190.64,46.37,87.59,108.2,926.42
500944,2025-07-18,1055,Seller 1055,Bronze,Central,Sports,3,1834.8,3240.0,0.1322,428.33,0,0.0,59.94,14.58,27.54,34.02,292.25
500945,2025-07-04,1025,Seller 1025,Gold,Central,Pet Supplies,4,810.6,3540.0,0.1342,475.07,0,0.0,65.49,15.93,30.09,37.17,326.39
500946,2025-07-01,1066,Seller 1066,Bronze,South,Home & Kitchen,1,5221.2,3073.8,0.1337,410.97,0,0.0,56.87,13.83,26.13,32.27,281.87
500947,2025-07-24,1017,Seller 1017,Gold,East,Electronics,1,9391.8,10255.2,0.1311,1344.46,0,0.0,189.72,46.15,87.17,107.68,913.74
500948,2025-07-21,1019,Seller 1019,Gold,East,Apparel,2,2182.8,4766.4,0.1169,557.19,0,0.0,88.18,21.45,40.51,50.05,357.0
500949,2025-07-06,1019,Seller 1019,Gold,East,Apparel,1,3814.2,4164.6,0.1286,535.57,0,0.0,77.05,18.74,35.4,43.73,360.65
500950,2025-07-27,1026,Seller 1026,Gold,East,Beauty,2,1542.6000000000001,3369.0,0.1496,504.0,0,0.0,62.33,15.16,28.64,35.37,362.5
500951,2025-07-29,1075,Seller 1075,Bronze,East,Electronics,2,4854.599999999999,5715.6,0.1209,691.02,0,0.0,105.74,25.72,48.58,60.01,450.96
500952,2025-07-15,1006,Seller 1006,Platinum,East,Sports,3,1269.0,5603.4,0.1326,743.01,0,0.0,103.66,25.22,47.63,58.84,507.67
500953,2025-07-03,1043,Seller 1043,Silver,West,Apparel,2,2108.4,3523.2,0.1318,464.36,1,1985.4,65.18,15.85,29.95,36.99,276.68
500954,2025-07-05,1019,Seller 1019,Gold,East,Apparel,3,1663.1999999999998,5448.0,0.1264,688.63,1,3481.8,100.79,24.52,46.31,57.2,390.18
500955,2025-07-08,1029,Seller 1029,Gold,West,Pet Supplies,3,1470.6000000000001,4816.8,0.1259,606.44,0,0.0,89.11,21.68,40.94,50.58,404.13
500956,2025-07-09,1013,Seller 1013,Gold,West,Electronics,2,3739.7999999999997,8167.8,0.1319,1077.33,0,0.0,151.1,36.76,69.43,85.76,734.29
500957,2025-07-28,1059,Seller 1059,Bronze,Central,Sports,3,1020.6000000000001,1802.4,0.1386,249.81,0,0.0,33.34,8.11,15.32,18.93,174.11
500958,2025-07-22,1056,Seller 1056,Bronze,West,Electronics,3,3876.6,6846.0,0.1161,794.82,0,0.0,126.65,30.81,58.19,71.88,507.29
500959,2025-07-27,1048,Seller 1048,Silver,East,Electronics,1,9124.199999999999,7623.6,0.1351,1029.95,0,0.0,141.04,34.31,64.8,80.05,709.76
500960,2025-07-16,1069,Seller 1069,Bronze,East,Electronics,3,3321.6,5866.2,0.1281,751.46,0,0.0,108.52,26.4,49.86,61.6,505.08
500961,2025-07-12,1075,Seller 1075,Bronze,East,Home & Kitchen,2,1777.2,2092.2,0.142,297.09,0,0.0,38.71,9.41,17.78,21.97,209.22
500962,2025-07-15,1066,Seller 1066,Bronze,South,Home & Kitchen,2,2430.6,2862.0,0.1401,400.97,0,0.0,52.95,12.88,24.33,30.05,280.76
500963,2025-07-06,1061,Seller 1061,Bronze,Central,Electronics,1,9614.400000000001,5659.8,0.127,718.79,0,0.0,104.71,25.47,48.11,59.43,481.08
500964,2025-07-08,1058,Seller 1058,Bronze,East,Apparel,2,2236.8,2634.0,0.117,308.18,0,0.0,48.73,11.85,22.39,27.66,197.55
500965,2025-07-10,1071,Seller 1071,Bronze,Central,Sports,2,1975.2,2325.0,0.1285,298.76,1,1815.0,43.01,10.46,19.76,24.41,164.81
500966,2025-07-08,1055,Seller 1055,Bronze,Central,Pet Supplies,1,3218.4,1894.8,0.1319,249.92,1,1418.4,35.05,8.53,16.11,19.9,141.97
500967,2025-07-29,1010,Seller 1010,Platinum,West,Home & Kitchen,4,1604.3999999999999,9446.4,0.1353,1278.1,0,0.0,174.76,42.51,80.29,99.19,881.35
500968,2025-07-09,1030,Seller 1030,Gold,South,Pet Supplies,2,1590.0,3472.8,0.1248,433.41,0,0.0,64.25,15.63,29.52,36.46,287.55
500969,2025-07-08,1036,Seller 1036,Silver,Central,Pet Supplies,2,1477.2,2469.0,0.1405,346.89,0,0.0,45.68,11.11,20.99,25.92,243.2
500970,2025-07-20,1002,Seller 1002,Platinum,Central,Beauty,3,548.4000000000001,2420.4,0.1427,345.39,0,0.0,44.78,10.89,20.57,25.41,243.73
500971,2025-07-23,1002,Seller 1002,Platinum,Central,Home & Kitchen,1,4867.200000000001,7162.8,0.1266,906.81,0,0.0,132.51,32.23,60.88,75.21,605.97
500972,2025-07-25,1027,Seller 1027,Gold,West,Apparel,1,3786.6,4134.6,0.1262,521.79,0,0.0,76.49,18.61,35.14,43.41,348.13
500973,2025-07-17,1011,Seller 1011,Platinum,West,Electronics,3,4003.8,17676.6,0.1298,2294.42,0,0.0,327.02,79.54,150.25,185.6,1552.01
500974,2025-07-26,1004,Seller 1004,Platinum,East,Sports,2,2190.6,6447.6,0.1386,893.64,0,0.0,119.28,29.01,54.8,67.7,622.84
500975,2025-07-10,1046,Seller 1046,Silver,Central,Sports,1,4830.0,4035.6,0.1257,507.27,0,0.0,74.66,18.16,34.3,42.37,337.78
500976,2025-07-20,1076,Seller 1076,Bronze,Central,Home & Kitchen,3,772.1999999999999,1364.4,0.1267,172.87,0,0.0,25.24,6.14,11.6,14.33,115.56
500977,2025-07-06,1078,Seller 1078,Bronze,East,Sports,4,480.0,1130.4,0.1209,136.67,0,0.0,20.91,5.09,9.61,11.87,89.19
500978,2025-07-17,1061,Seller 1061,Bronze,Central,Electronics,1,8377.2,4931.4,0.1345,663.27,0,0.0,91.23,22.19,41.92,51.78,456.15
500979,2025-07-09,1023,Seller 1023,Gold,Central,Home & Kitchen,2,2037.0000000000002,4449.0,0.1275,567.25,0,0.0,82.31,20.02,37.82,46.71,380.39
500980,2025-07-27,1027,Seller 1027,Gold,West,Apparel,2,1821.6,3977.4,0.1094,435.13,0,0.0,73.58,17.9,33.81,41.76,268.08
500981,2025-07-28,1053,Seller 1053,Silver,Central,Beauty,3,873.0,2187.6,0.143,312.83,0,0.0,40.47,9.84,18.59,22.97,220.95
500982,2025-07-09,1027,Seller 1027,Gold,West,Apparel,2,2234.4,4879.2,0.125,609.9,0,0.0,90.27,21.96,41.47,51.23,404.97
500983,2025-07-26,1076,Seller 1076,Bronze,Central,Home & Kitchen,2,2033.4,2394.0,0.1278,305.95,0,0.0,44.29,10.77,20.35,25.14,205.41
500984,2025-07-01,1052,Seller 1052,Silver,Central,Pet Supplies,2,1782.6000000000001,2979.6,0.1337,398.37,0,0.0,55.12,13.41,25.33,31.29,273.23
500985,2025-07-19,1012,Seller 1012,Platinum,East,Beauty,3,721.1999999999999,3185.4,0.1498,477.17,0,0.0,58.93,14.33,27.08,33.45,343.39
500986,2025-07-22,1023,Seller 1023,Gold,Central,Home & Kitchen,3,2133.0,6988.2,0.1334,932.23,0,0.0,129.28,31.45,59.4,73.38,638.72
500987,2025-07-17,1073,Seller 1073,Bronze,Central,Electronics,2,4152.599999999999,4889.4,0.1343,656.65,0,0.0,90.45,22.0,41.56,51.34,451.29
500988,2025-07-24,1038,Seller 1038,Silver,South,Sports,3,1759.2,4410.0,0.1377,607.26,0,0.0,81.58,19.84,37.48,46.3,422.04
500989,2025-07-05,1071,Seller 1071,Bronze,Central,Sports,1,5009.4,2949.0,0.1281,377.77,0,0.0,54.56,13.27,25.07,30.96,253.91
500990,2025-07-10,1033,Seller 1033,Silver,South,Beauty,2,1333.8,2228.4,0.1483,330.47,0,0.0,41.23,10.03,18.94,23.4,236.88
500991,2025-07-14,1052,Seller 1052,Silver,Central,Apparel,3,1335.0,3346.2,0.125,418.28,0,0.0,61.9,15.06,28.44,35.14,277.73
500992,2025-07-08,1063,Seller 1063,Bronze,West,Pet Supplies,3,1221.0,2156.4,0.1371,295.64,0,0.0,39.89,9.7,18.33,22.64,205.07
500993,2025-07-02,1021,Seller 1021,Gold,Central,Pet Supplies,3,1053.0,3449.4,0.1271,438.42,0,0.0,63.81,15.52,29.32,36.22,293.54
500994,2025-07-06,1002,Seller 1002,Platinum,Central,Home & Kitchen,3,1944.6,8585.4,0.1282,1100.65,0,0.0,158.83,38.63,72.98,90.15,740.06
500995,2025-07-12,1057,Seller 1057,Bronze,South,Electronics,3,1812.0,3199.8,0.1284,410.85,0,0.0,59.2,14.4,27.2,33.6,276.46
500996,2025-07-29,1040,Seller 1040,Silver,West,Pet Supplies,2,1514.3999999999999,2530.8,0.1291,326.73,0,0.0,46.82,11.39,21.51,26.57,220.43
500997,2025-07-02,1031,Seller 1031,Silver,West,Home & Kitchen,2,2469.6,4126.8,0.1233,508.83,0,0.0,76.35,18.57,35.08,43.33,335.51
500998,2025-07-03,1029,Seller 1029,Gold,West,Electronics,3,1645.2,5389.8,0.117,630.61,0,0.0,99.71,24.25,45.81,56.59,404.24
500999,2025-07-07,1042,Seller 1042,Silver,East,Pet Supplies,1,2870.4,2398.2,0.1424,341.5,0,0.0,44.37,10.79,20.38,25.18,240.78
501000,2025-07-07,1028,Seller 1028,Gold,Central,Sports,2,2337.0,5103.0,0.1317,672.07,0,0.0,94.41,22.96,43.38,53.58,457.74
501001,2025-07-24,1009,Seller 1009,Platinum,Central,Pet Supplies,2,1903.8,5602.8,0.1211,678.5,0,0.0,103.65,25.21,47.62,58.83,443.18
501002,2025-07-08,1077,Seller 1077,Bronze,South,Home & Kitchen,4,1192.8,2808.6,0.142,398.82,0,0.0,51.96,12.64,23.87,29.49,280.86
501003,2025-07-10,1013,Seller 1013,Gold,West,Electronics,3,2775.0,9089.4,0.1293,1175.26,0,0.0,168.15,40.9,77.26,95.44,793.5
501004,2025-07-19,1023,Seller 1023,Gold,Central,Home & Kitchen,3,1410.6000000000001,4620.6,0.1434,662.59,0,0.0,85.48,20.79,39.28,48.52,468.53
501005,2025-07-24,1075,Seller 1075,Bronze,East,Electronics,1,8620.800000000001,5074.8,0.1251,634.86,1,2839.8,93.88,22.84,43.14,53.29,364.92
501006,2025-07-09,1016,Seller 1016,Gold,West,Sports,2,1668.0,3642.6,0.1309,476.82,0,0.0,67.39,16.39,30.96,38.25,323.83
501007,2025-07-23,1026,Seller 1026,Gold,East,Home & Kitchen,2,2565.0,5601.6,0.1452,813.35,0,0.0,103.63,25.21,47.61,58.82,578.09
501008,2025-07-26,1043,Seller 1043,Silver,West,Sports,1,5144.4,4298.4,0.117,502.91,0,0.0,79.52,19.34,36.54,45.13,322.38
501009,2025-07-21,1037,Seller 1037,Silver,East,Home & Kitchen,3,1350.6000000000001,3385.2,0.1288,436.01,0,0.0,62.63,15.23,28.77,35.54,293.84
501010,2025-06-30,1032,Seller 1032,Silver,West,Pet Supplies,2,1224.6,2046.6,0.1292,264.42,0,0.0,37.86,9.21,17.4,21.49,178.46
501011,2025-07-05,1009,Seller 1009,Platinum,Central,Electronics,2,4284.599999999999,12611.4,0.1368,1725.24,0,0.0,233.31,56.75,107.2,132.42,1195.56
501012,2025-07-05,1076,Seller 1076,Bronze,Central,Home & Kitchen,2,2204.4,2595.6,0.1352,350.93,0,0.0,48.02,11.68,22.06,27.25,241.91
501013,2025-07-08,1026,Seller 1026,Gold,East,Home & Kitchen,2,2726.3999999999996,5954.4,0.1298,772.88,0,0.0,110.16,26.79,50.61,62.52,522.8
501014,2025-07-23,1062,Seller 1062,Bronze,West,Electronics,3,2779.7999999999997,4909.2,0.117,574.38,0,0.0,90.82,22.09,41.73,51.55,368.19
501015,2025-07-19,1056,Seller 1056,Bronze,West,Apparel,3,1317.6000000000001,2326.8,0.1285,298.99,0,0.0,43.05,10.47,19.78,24.43,201.27
501016,2025-07-19,1069,Seller 1069,Bronze,East,Electronics,2,3819.0,4496.4,0.1241,558.0,0,0.0,83.18,20.23,38.22,47.21,369.15
501017,2025-07-23,1062,Seller 1062,Bronze,West,Electronics,3,3493.2,6168.6,0.1167,719.88,1,4782.6,114.12,27.76,52.43,64.77,365.14
501018,2025-07-20,1048,Seller 1048,Silver,East,Electronics,4,1431.0,4783.8,0.1363,652.03,0,0.0,88.5,21.53,40.66,50.23,451.11
501019,2025-07-24,1076,Seller 1076,Bronze,Central,Home & Kitchen,4,480.0,1130.4,0.126,142.43,0,0.0,20.91,5.09,9.61,11.87,94.95
501020,2025-07-12,1056,Seller 1056,Bronze,West,Pet Supplies,1,3439.2,2025.0,0.1352,273.78,0,0.0,37.46,9.11,17.21,21.26,188.73
501021,2025-07-22,1055,Seller 1055,Bronze,Central,Pet Supplies,2,1626.0,1914.6,0.1395,267.09,0,0.0,35.42,8.62,16.27,20.1,186.67
501022,2025-07-26,1019,Seller 1019,Gold,East,Apparel,1,3968.4,4333.2,0.1141,494.42,0,0.0,80.16,19.5,36.83,45.5,312.42
501023,2025-07-28,1021,Seller 1021,Gold,Central,Pet Supplies,2,1204.2,2629.8,0.142,373.43,0,0.0,48.65,11.83,22.35,27.61,262.98
501024,2025-07-17,1011,Seller 1011,Platinum,West,Electronics,2,5026.8,14795.4,0.1329,1966.31,0,0.0,273.71,66.58,125.76,155.35,1344.9
501025,2025-07-18,1049,Seller 1049,Silver,West,Home & Kitchen,2,1805.4,3017.4,0.1452,438.13,0,0.0,55.82,13.58,25.65,31.68,311.4
501026,2025-07-26,1045,Seller 1045,Silver,Central,Beauty,2,832.8000000000001,1392.0,0.1426,198.5,0,0.0,25.75,6.26,11.83,14.62,140.04
501027,2025-07-05,1063,Seller 1063,Bronze,West,Pet Supplies,3,1203.6,2125.8,0.1326,281.88,0,0.0,39.33,9.57,18.07,22.32,192.6
501028,2025-07-26,1023,Seller 1023,Gold,Central,Home & Kitchen,2,2209.2,4824.6,0.1274,614.65,0,0.0,89.26,21.71,41.01,50.66,412.02
501029,2025-07-13,1028,Seller 1028,Gold,Central,Sports,3,1603.8,5254.2,0.1342,705.11,0,0.0,97.2,23.64,44.66,55.17,484.44
501030,2025-07-08,1057,Seller 1057,Bronze,South,Electronics,1,7712.4,4540.2,0.117,531.2,0,0.0,83.99,20.43,38.59,47.67,340.51
501031,2025-07-24,1009,Seller 1009,Platinum,Central,Pet Supplies,1,2974.2,4377.0,0.1361,595.71,0,0.0,80.97,19.7,37.2,45.96,411.88
501032,2025-07-16,1001,Seller 1001,Platinum,East,Electronics,2,4152.599999999999,12223.2,0.1181,1443.56,0,0.0,226.13,55.0,103.9,128.34,930.19
501033,2025-07-10,1035,Seller 1035,Silver,East,Apparel,2,1501.8000000000002,2509.8,0.1161,291.39,0,0.0,46.43,11.29,21.33,26.35,185.98
501034,2025-06-30,1031,Seller 1031,Silver,West,Pet Supplies,1,3324.0,2777.4,0.1434,398.28,0,0.0,51.38,12.5,23.61,29.16,281.63
501035,2025-07-08,1059,Seller 1059,Bronze,Central,Apparel,2,1285.2,1513.2,0.1113,168.42,0,0.0,27.99,6.81,12.86,15.89,104.86
501036,2025-07-20,1032,Seller 1032,Silver,West,Pet Supplies,1,2872.2,2400.0,0.1314,315.36,0,0.0,44.4,10.8,20.4,25.2,214.56
501037,2025-07-19,1042,Seller 1042,Silver,East,Pet Supplies,2,1618.8,2705.4,0.1394,377.13,0,0.0,50.05,12.17,23.0,28.41,263.51
501038,2025-07-21,1063,Seller 1063,Bronze,West,Pet Supplies,2,1493.4,1758.0,0.1303,229.07,0,0.0,32.52,7.91,14.94,18.46,155.23
501039,2025-07-27,1013,Seller 1013,Gold,West,Electronics,2,4791.0,10463.4,0.1164,1217.94,0,0.0,193.57,47.09,88.94,109.87,778.48
501040,2025-07-14,1065,Seller 1065,Bronze,South,Home & Kitchen,2,2462.4,2899.2,0.143,414.59,0,0.0,53.64,13.05,24.64,30.44,292.82
501041,2025-07-22,1022,Seller 1022,Gold,East,Electronics,1,8797.2,9606.0,0.1188,1141.19,0,0.0,177.71,43.23,81.65,100.86,737.74
501042,2025-07-08,1012,Seller 1012,Platinum,East,Beauty,2,1317.6000000000001,3879.0,0.1553,602.41,0,0.0,71.76,17.46,32.97,40.73,439.49
501043,2025-07-20,1029,Seller 1029,Gold,West,Home & Kitchen,1,4083.6000000000004,4459.2,0.1391,620.27,0,0.0,82.5,20.07,37.9,46.82,432.99
501044,2025-07-20,1063,Seller 1063,Bronze,West,Pet Supplies,1,2647.2,1558.8,0.1424,221.97,0,0.0,28.84,7.01,13.25,16.37,156.5
501045,2025-07-27,1044,Seller 1044,Silver,East,Pet Supplies,2,1161.0,1940.4,0.1292,250.7,0,0.0,35.9,8.73,16.49,20.37,169.2
501046,2025-07-06,1056,Seller 1056,Bronze,West,Home & Kitchen,2,2785.8,3280.2,0.1257,412.32,0,0.0,60.68,14.76,27.88,34.44,274.55
501047,2025-07-18,1015,Seller 1015,Gold,West,Pet Supplies,3,1195.2,3915.6,0.1291,505.5,0,0.0,72.44,17.62,33.28,41.11,341.05
501048,2025-07-04,1069,Seller 1069,Bronze,East,Electronics,1,9172.2,5399.4,0.1315,710.02,0,0.0,99.89,24.3,45.89,56.69,483.25
501049,2025-07-26,1067,Seller 1067,Bronze,South,Beauty,2,1266.0,1490.4,0.1332,198.52,0,0.0,27.57,6.71,12.67,15.65,135.92
501050,2025-07-26,1038,Seller 1038,Silver,South,Apparel,2,1762.8,2946.0,0.1148,338.2,0,0.0,54.5,13.26,25.04,30.93,214.47
501051,2025-07-15,1005,Seller 1005,Platinum,East,Electronics,1,10676.4,15712.8,0.116,1822.68,0,0.0,290.69,70.71,133.56,164.98,1162.75
501052,2025-07-06,1028,Seller 1028,Gold,Central,Sports,2,1939.8,4236.6,0.1395,591.01,0,0.0,78.38,19.06,36.01,44.48,413.07
501053,2025-07-26,1029,Seller 1029,Gold,West,Home & Kitchen,4,1485.6000000000001,6489.0,0.1273,826.05,0,0.0,120.05,29.2,55.16,68.13,553.51
501054,2025-07-02,1021,Seller 1021,Gold,Central,Sports,1,4799.4,5240.4,0.1274,667.63,0,0.0,96.95,23.58,44.54,55.02,447.53
501055,2025-07-10,1068,Seller 1068,Bronze,South,Pet Supplies,2,2113.7999999999997,2488.8,0.1368,340.47,0,0.0,46.04,11.2,21.15,26.13,235.94
501056,2025-07-22,1075,Seller 1075,Bronze,East,Electronics,3,2013.6000000000001,3556.2,0.124,440.97,0,0.0,65.79,16.0,30.23,37.34,291.61
501057,2025-07-18,1062,Seller 1062,Bronze,West,Electronics,2,4735.2,5575.2,0.131,730.35,1,4887.6,103.14,25.09,47.39,58.54,398.44
501058,2025-07-29,1014,Seller 1014,Gold,East,Apparel,3,1267.2,4152.0,0.1308,543.08,0,0.0,76.81,18.68,35.29,43.6,368.7
501059,2025-07-18,1008,Seller 1008,Platinum,West,Electronics,3,2829.0,12491.4,0.1143,1427.77,0,0.0,231.09,56.21,106.18,131.16,903.13
501060,2025-07-19,1056,Seller 1056,Bronze,West,Pet Supplies,2,1375.8,1619.4,0.1229,199.02,0,0.0,29.96,7.29,13.76,17.0,131.01
501061,2025-07-27,1023,Seller 1023,Gold,Central,Home & Kitchen,1,5346.0,5837.4,0.1421,829.49,0,0.0,107.99,26.27,49.62,61.29,584.32
501062,2025-07-21,1049,Seller 1049,Silver,West,Home & Kitchen,2,2151.0,3594.6,0.1259,452.56,0,0.0,66.5,16.18,30.55,37.74,301.59
501063,2025-07-18,1066,Seller 1066,Bronze,South,Home & Kitchen,1,4315.8,2541.0,0.1345,341.76,0,0.0,47.01,11.43,21.6,26.68,235.04
501064,2025-07-22,1024,Seller 1024,Gold,West,Pet Supplies,4,780.0,3406.2,0.1272,433.27,0,0.0,63.01,15.33,28.95,35.77,290.21
501065,2025-07-15,1069,Seller 1069,Bronze,East,Electronics,2,4221.6,4970.4,0.1263,627.76,0,0.0,91.95,22.37,42.25,52.19,419.0
501066,2025-07-21,1009,Seller 1009,Platinum,Central,Pet Supplies,1,2919.6,4296.6,0.139,597.23,0,0.0,79.49,19.33,36.52,45.11,416.77
501067,2025-07-04,1016,Seller 1016,Gold,West,Sports,2,2146.2000000000003,4686.6,0.1293,605.98,0,0.0,86.7,21.09,39.84,49.21,409.14
501068,2025-07-16,1074,Seller 1074,Bronze,East,Electronics,3,3659.4,6462.6,0.1334,862.11,0,0.0,119.56,29.08,54.93,67.86,590.68
501069,2025-07-16,1039,Seller 1039,Silver,East,Pet Supplies,1,3048.0,2546.4,0.1427,363.37,0,0.0,47.11,11.46,21.64,26.74,256.42
501070,2025-07-11,1038,Seller 1038,Silver,South,Sports,1,4722.599999999999,3945.6,0.1327,523.58,0,0.0,72.99,17.76,33.54,41.43,357.87
501071,2025-07-09,1078,Seller 1078,Bronze,East,Home & Kitchen,2,2634.0,3101.4,0.1427,442.57,0,0.0,57.38,13.96,26.36,32.56,312.31
501072,2025-07-17,1028,Seller 1028,Gold,Central,Sports,1,4402.799999999999,4807.8,0.1227,589.92,0,0.0,88.94,21.64,40.87,50.48,387.99
501073,2025-07-22,1033,Seller 1033,Silver,South,Beauty,2,1218.0,2035.8,0.1439,292.95,0,0.0,37.66,9.16,17.3,21.38,207.45
501074,2025-07-11,1019,Seller 1019,Gold,East,Apparel,3,1494.0,4894.2,0.1319,645.54,0,0.0,90.54,22.02,41.6,51.39,439.99
501075,2025-07-13,1073,Seller 1073,Bronze,Central,Electronics,3,2042.9999999999998,3607.8,0.1231,444.12,0,0.0,66.74,16.24,30.67,37.88,292.59
501076,2025-07-02,1049,Seller 1049,Silver,West,Home & Kitchen,2,2364.0,3951.0,0.126,497.83,0,0.0,73.09,17.78,33.58,41.49,331.88
501077,2025-06-30,1043,Seller 1043,Silver,West,Sports,2,2529.6,4227.0,0.1226,518.23,0,0.0,78.2,19.02,35.93,44.38,340.7
501078,2025-07-23,1013,Seller 1013,Gold,West,Electronics,3,2767.8,9066.0,0.1155,1047.12,0,0.0,167.72,40.8,77.06,95.19,666.35
501079,2025-07-08,1040,Seller 1040,Silver,West,Pet Supplies,2,1455.0,2431.8,0.1284,312.24,0,0.0,44.99,10.94,20.67,25.53,210.11
