Sr No,Dt Transaction,Dt Product Launch,Retailer,Retailer Id,Country,State,City,Brand,Category,Product,Product Item Id,Sales Channel,Channel Type,Packaging Type,Packaging Category,Packaging Qty N Ml,Packaging Qty Ml,Order Qty,Mrp Unit Price,Cost Per Unit,Discount,Sales,COGS,Profit,Margin Percentage,Discount Impact on Profit,brand,category,product,product_item_id,retailer,retailer_id,country,state,city,dt_transaction,dt_product_launch,sales_channel,channel_type,packaging_type,packaging_category,packaging_qty_n_ml,packaging_qty_ml,order_qty,mrp_unit_price,cost_per_unit,margin_percentage,sales,profit,Year,annual revenue growth
3540,2025-04-26,2023-11-14,QuickStop,R4671,Canada,FL,Orlando,HopHouse,Sour,HopHouse Sour 12oz,P75876,E-commerce,Distributor,Can,Single,1,473,13,4.14,2.09,0.1,48.49,27.17,21.32,43.97,5.33,HopHouse,Sour,HopHouse Sour 12oz,P75876,QuickStop,R4671,Canada,FL,Orlando,2025-04-26,2023-11-14,E-commerce,Distributor,Can,Single,1,473,13,4.14,2.09,43.97,48.49,21.32,2025,0.21
3541,2023-03-02,2023-08-26,QuickStop,R6226,USA,NC,Raleigh,StonePeak,Pilsner,StonePeak Pilsner 12oz,P57064,Off-Premise,Distributor,Can,Single,1,355,6,4.92,2.55,0.1,26.58,15.3,11.28,42.44,2.94,StonePeak,Pilsner,StonePeak Pilsner 12oz,P57064,QuickStop,R6226,USA,NC,Raleigh,2023-03-02,2023-08-26,Off-Premise,Distributor,Can,Single,1,355,6,4.92,2.55,42.44,26.58,11.28,2023,
3542,2025-09-24,2023-11-14,MegaMart,R1472,USA,VA,Richmond,HopHouse,Sour,HopHouse Sour 12oz,P78367,On-Premise,Direct,Can,24-Pack,24,17040,5,6.28,3.18,0.15,26.7,15.9,10.8,40.45,4.7,HopHouse,Sour,HopHouse Sour 12oz,P78367,MegaMart,R1472,USA,VA,Richmond,2025-09-24,2023-11-14,On-Premise,Direct,Can,24-Pack,24,17040,5,6.28,3.18,40.45,26.7,10.8,2025,0.21
3543,2024-03-10,2023-03-25,QuickStop,R3173,USA,VA,Richmond,BrewCo,IPA,BrewCo IPA 16oz,P81193,Off-Premise,Direct,Can,24-Pack,24,17040,17,5.11,2.74,0.0,86.87,46.58,40.29,46.38,0.0,BrewCo,IPA,BrewCo IPA 16oz,P81193,QuickStop,R3173,USA,VA,Richmond,2024-03-10,2023-03-25,Off-Premise,Direct,Can,24-Pack,24,17040,17,5.11,2.74,46.38,86.87,40.29,2024,-4.17
3544,2025-03-11,2023-05-28,CityLiquor,R3199,USA,GA,Atlanta,StonePeak,Stout,StonePeak Stout 24oz,P55144,On-Premise,Direct,Bottle,12-Pack,12,4260,10,7.61,3.79,0.05,72.3,37.9,34.4,47.58,3.8,StonePeak,Stout,StonePeak Stout 24oz,P55144,CityLiquor,R3199,USA,GA,Atlanta,2025-03-11,2023-05-28,On-Premise,Direct,Bottle,12-Pack,12,4260,10,7.61,3.79,47.58,72.3,34.4,2025,0.21
3545,2025-08-25,2023-09-23,CampusStore,R2484,USA,NC,Charlotte,BrewCo,Pilsner,BrewCo Pilsner 12oz,P34370,Off-Premise,Distributor,Can,6-Pack,6,2130,10,5.26,2.45,0.0,52.6,24.5,28.1,53.42,0.0,BrewCo,Pilsner,BrewCo Pilsner 12oz,P34370,CampusStore,R2484,USA,NC,Charlotte,2025-08-25,2023-09-23,Off-Premise,Distributor,Can,6-Pack,6,2130,10,5.26,2.45,53.42,52.6,28.1,2025,0.21
3546,2024-03-04,2023-11-14,MegaMart,R8474,USA,SC,Charleston,HopHouse,Sour,HopHouse Sour 12oz,P36197,Off-Premise,Direct,Can,12-Pack,12,4260,10,3.66,2.3,0.15,31.1,23.0,8.1,26.05,5.5,HopHouse,Sour,HopHouse Sour 12oz,P36197,MegaMart,R8474,USA,SC,Charleston,2024-03-04,2023-11-14,Off-Premise,Direct,Can,12-Pack,12,4260,10,3.66,2.3,26.05,31.1,8.1,2024,-4.17
3547,2025-03-19,2023-07-21,CityLiquor,R8419,Canada,GA,Atlanta,StonePeak,Sour,StonePeak Sour 16oz,P36807,Off-Premise,Distributor,Bottle,6-Pack,6,2838,14,5.31,3.37,0.0,74.34,47.18,27.16,36.53,0.0,StonePeak,Sour,StonePeak Sour 16oz,P36807,CityLiquor,R8419,Canada,GA,Atlanta,2025-03-19,2023-07-21,Off-Premise,Distributor,Bottle,6-Pack,6,2838,14,5.31,3.37,36.53,74.34,27.16,2025,0.21
3548,2023-05-30,2023-11-23,BottleKing,R6117,USA,TN,Knoxville,StonePeak,Lager,StonePeak Lager 12oz,P58368,Off-Premise,Direct,Bottle,12-Pack,12,4260,6,6.47,2.98,0.0,38.82,17.88,20.94,53.94,0.0,StonePeak,Lager,StonePeak Lager 12oz,P58368,BottleKing,R6117,USA,TN,Knoxville,2023-05-30,2023-11-23,Off-Premise,Direct,Bottle,12-Pack,12,4260,6,6.47,2.98,53.94,38.82,20.94,2023,
3549,2023-09-16,2023-10-29,BottleKing,R6854,Canada,VA,Norfolk,HopHouse,Stout,HopHouse Stout 12oz,P34765,On-Premise,Distributor,Bottle,24-Pack,24,11352,4,5.84,3.49,0.0,23.36,13.96,9.4,40.24,0.0,HopHouse,Stout,HopHouse Stout 12oz,P34765,BottleKing,R6854,Canada,VA,Norfolk,2023-09-16,2023-10-29,On-Premise,Distributor,Bottle,24-Pack,24,11352,4,5.84,3.49,40.24,23.36,9.4,2023,
3550,2023-04-07,2023-08-12,CityLiquor,R3547,USA,TN,Knoxville,StonePeak,IPA,StonePeak IPA 12oz,P67480,On-Premise,Direct,Bottle,12-Pack,12,5676,6,6.69,3.99,0.0,40.14,23.94,16.2,40.36,0.0,StonePeak,IPA,StonePeak IPA 12oz,P67480,CityLiquor,R3547,USA,TN,Knoxville,2023-04-07,2023-08-12,On-Premise,Direct,Bottle,12-Pack,12,5676,6,6.69,3.99,40.36,40.14,16.2,2023,
3551,2025-06-04,2023-06-26,MegaMart,R1887,USA,GA,Savannah,HopHouse,Sour,HopHouse Sour 16oz,P93505,On-Premise,Direct,Can,24-Pack,24,17040,1,4.74,2.83,0.2,3.79,2.83,0.96,25.33,0.95,HopHouse,Sour,HopHouse Sour 16oz,P93505,MegaMart,R1887,USA,GA,Savannah,2025-06-04,2023-06-26,On-Premise,Direct,Can,24-Pack,24,17040,1,4.74,2.83,25.33,3.79,0.96,2025,0.21
3552,2025-10-17,2024-01-03,QuickStop,R1363,USA,FL,Miami,NorthStar,IPA,NorthStar IPA 12oz,P76232,On-Premise,Direct,Bottle,6-Pack,6,2130,13,6.86,3.93,0.05,84.76,51.09,33.67,39.72,4.42,NorthStar,IPA,NorthStar IPA 12oz,P76232,QuickStop,R1363,USA,FL,Miami,2025-10-17,2024-01-03,On-Premise,Direct,Bottle,6-Pack,6,2130,13,6.86,3.93,39.72,84.76,33.67,2025,0.21
3553,2025-11-28,2023-10-07,QuickStop,R3974,USA,GA,Savannah,NorthStar,Pilsner,NorthStar Pilsner 16oz,P98280,Off-Premise,Direct,Can,12-Pack,12,8520,14,5.96,3.66,0.1,75.04,51.24,23.8,31.72,8.4,NorthStar,Pilsner,NorthStar Pilsner 16oz,P98280,QuickStop,R3974,USA,GA,Savannah,2025-11-28,2023-10-07,Off-Premise,Direct,Can,12-Pack,12,8520,14,5.96,3.66,31.72,75.04,23.8,2025,0.21
3554,2024-01-07,2024-02-20,QuickStop,R5943,Canada,TN,Knoxville,RiverMalt,Lager,RiverMalt Lager 12oz,P29069,On-Premise,Distributor,Can,24-Pack,24,11352,2,6.7,3.11,0.05,12.72,6.22,6.5,51.1,0.68,RiverMalt,Lager,RiverMalt Lager 12oz,P29069,QuickStop,R5943,Canada,TN,Knoxville,2024-01-07,2024-02-20,On-Premise,Distributor,Can,24-Pack,24,11352,2,6.7,3.11,51.1,12.72,6.5,2024,-4.17
3555,2025-10-18,2023-11-08,BottleKing,R6758,USA,NC,Greensboro,HopHouse,Pilsner,HopHouse Pilsner 24oz,P15604,On-Premise,Direct,Can,6-Pack,6,2838,12,4.57,2.16,0.05,52.08,25.92,26.16,50.23,2.76,HopHouse,Pilsner,HopHouse Pilsner 24oz,P15604,BottleKing,R6758,USA,NC,Greensboro,2025-10-18,2023-11-08,On-Premise,Direct,Can,6-Pack,6,2838,12,4.57,2.16,50.23,52.08,26.16,2025,0.21
3556,2024-08-12,2024-02-02,CityLiquor,R6037,USA,VA,Richmond,BrewCo,Pilsner,BrewCo Pilsner 24oz,P17247,Off-Premise,Distributor,Can,Single,1,710,12,4.85,2.99,0.0,58.2,35.88,22.32,38.35,0.0,BrewCo,Pilsner,BrewCo Pilsner 24oz,P17247,CityLiquor,R6037,USA,VA,Richmond,2024-08-12,2024-02-02,Off-Premise,Distributor,Can,Single,1,710,12,4.85,2.99,38.35,58.2,22.32,2024,-4.17
3557,2025-02-01,2024-01-11,BottleKing,R3969,USA,VA,Richmond,NorthStar,Stout,NorthStar Stout 24oz,P56350,Off-Premise,Distributor,Can,6-Pack,6,2130,13,7.67,4.21,0.0,99.71,54.73,44.98,45.11,0.0,NorthStar,Stout,NorthStar Stout 24oz,P56350,BottleKing,R3969,USA,VA,Richmond,2025-02-01,2024-01-11,Off-Premise,Distributor,Can,6-Pack,6,2130,13,7.67,4.21,45.11,99.71,44.98,2025,0.21
3558,2025-05-09,2023-12-26,CampusStore,R8470,USA,FL,Tampa,RiverMalt,IPA,RiverMalt IPA 16oz,P47295,Off-Premise,Direct,Bottle,24-Pack,24,17040,11,5.63,3.47,0.05,58.85,38.17,20.68,35.14,3.08,RiverMalt,IPA,RiverMalt IPA 16oz,P47295,CampusStore,R8470,USA,FL,Tampa,2025-05-09,2023-12-26,Off-Premise,Direct,Bottle,24-Pack,24,17040,11,5.63,3.47,35.14,58.85,20.68,2025,0.21
3559,2023-11-06,2023-04-25,CityLiquor,R8595,USA,GA,Atlanta,RiverMalt,Pilsner,RiverMalt Pilsner 24oz,P80115,Off-Premise,Direct,Can,24-Pack,24,11352,12,5.62,3.23,0.05,64.08,38.76,25.32,39.51,3.36,RiverMalt,Pilsner,RiverMalt Pilsner 24oz,P80115,CityLiquor,R8595,USA,GA,Atlanta,2023-11-06,2023-04-25,Off-Premise,Direct,Can,24-Pack,24,11352,12,5.62,3.23,39.51,64.08,25.32,2023,
3560,2023-05-02,2023-04-29,CityLiquor,R5502,USA,NC,Greensboro,BrewCo,Sour,BrewCo Sour 24oz,P80046,Off-Premise,Distributor,Can,12-Pack,12,5676,5,5.46,3.01,0.05,25.95,15.05,10.9,42.0,1.35,BrewCo,Sour,BrewCo Sour 24oz,P80046,CityLiquor,R5502,USA,NC,Greensboro,2023-05-02,2023-04-29,Off-Premise,Distributor,Can,12-Pack,12,5676,5,5.46,3.01,42.0,25.95,10.9,2023,
3561,2023-11-06,2023-05-28,CityLiquor,R1719,USA,FL,Orlando,StonePeak,Stout,StonePeak Stout 24oz,P60594,Off-Premise,Direct,Can,24-Pack,24,8520,7,6.26,3.45,0.05,41.65,24.15,17.5,42.02,2.17,StonePeak,Stout,StonePeak Stout 24oz,P60594,CityLiquor,R1719,USA,FL,Orlando,2023-11-06,2023-05-28,Off-Premise,Direct,Can,24-Pack,24,8520,7,6.26,3.45,42.02,41.65,17.5,2023,
3562,2025-12-09,2023-11-14,MegaMart,R7537,USA,SC,Columbia,HopHouse,Sour,HopHouse Sour 12oz,P73852,On-Premise,Direct,Can,12-Pack,12,4260,6,7.26,3.64,0.1,39.18,21.84,17.34,44.26,4.38,HopHouse,Sour,HopHouse Sour 12oz,P73852,MegaMart,R7537,USA,SC,Columbia,2025-12-09,2023-11-14,On-Premise,Direct,Can,12-Pack,12,4260,6,7.26,3.64,44.26,39.18,17.34,2025,0.21
3563,2023-01-28,2023-04-25,CampusStore,R2099,USA,NC,Charlotte,RiverMalt,Pilsner,RiverMalt Pilsner 24oz,P74400,On-Premise,Distributor,Can,6-Pack,6,2130,9,4.18,2.22,0.15,31.95,19.98,11.97,37.46,5.67,RiverMalt,Pilsner,RiverMalt Pilsner 24oz,P74400,CampusStore,R2099,USA,NC,Charlotte,2023-01-28,2023-04-25,On-Premise,Distributor,Can,6-Pack,6,2130,9,4.18,2.22,37.46,31.95,11.97,2023,
3564,2023-08-09,2024-01-08,MegaMart,R2327,USA,NC,Greensboro,RiverMalt,IPA,RiverMalt IPA 12oz,P22797,On-Premise,Distributor,Can,Single,1,355,15,5.05,2.56,0.05,72.0,38.4,33.6,46.67,3.75,RiverMalt,IPA,RiverMalt IPA 12oz,P22797,MegaMart,R2327,USA,NC,Greensboro,2023-08-09,2024-01-08,On-Premise,Distributor,Can,Single,1,355,15,5.05,2.56,46.67,72.0,33.6,2023,
3565,2025-01-31,2023-12-01,CampusStore,R3047,USA,TN,Nashville,NorthStar,Lager,NorthStar Lager 24oz,P80674,Off-Premise,Direct,Can,6-Pack,6,4260,3,7.46,3.52,0.0,22.38,10.56,11.82,52.82,0.0,NorthStar,Lager,NorthStar Lager 24oz,P80674,CampusStore,R3047,USA,TN,Nashville,2025-01-31,2023-12-01,Off-Premise,Direct,Can,6-Pack,6,4260,3,7.46,3.52,52.82,22.38,11.82,2025,0.21
3566,2023-08-30,2023-04-12,CampusStore,R6930,USA,SC,Charleston,HopHouse,Pilsner,HopHouse Pilsner 16oz,P57282,On-Premise,Direct,Can,24-Pack,24,17040,16,5.87,2.86,0.05,89.28,45.76,43.52,48.75,4.64,HopHouse,Pilsner,HopHouse Pilsner 16oz,P57282,CampusStore,R6930,USA,SC,Charleston,2023-08-30,2023-04-12,On-Premise,Direct,Can,24-Pack,24,17040,16,5.87,2.86,48.75,89.28,43.52,2023,
3567,2023-11-06,2023-12-19,MegaMart,R5201,USA,GA,Savannah,BrewCo,Pilsner,BrewCo Pilsner 16oz,P78618,Off-Premise,Distributor,Bottle,Single,1,355,11,6.0,3.01,0.1,59.4,33.11,26.29,44.26,6.6,BrewCo,Pilsner,BrewCo Pilsner 16oz,P78618,MegaMart,R5201,USA,GA,Savannah,2023-11-06,2023-12-19,Off-Premise,Distributor,Bottle,Single,1,355,11,6.0,3.01,44.26,59.4,26.29,2023,
3568,2025-11-04,2023-12-01,CityLiquor,R4800,USA,GA,Savannah,NorthStar,Lager,NorthStar Lager 24oz,P86783,E-commerce,Direct,Bottle,6-Pack,6,2838,2,5.13,2.84,0.1,9.24,5.68,3.56,38.53,1.02,NorthStar,Lager,NorthStar Lager 24oz,P86783,CityLiquor,R4800,USA,GA,Savannah,2025-11-04,2023-12-01,E-commerce,Direct,Bottle,6-Pack,6,2838,2,5.13,2.84,38.53,9.24,3.56,2025,0.21
3569,2024-08-20,2023-08-03,QuickStop,R4433,USA,FL,Orlando,BrewCo,IPA,BrewCo IPA 24oz,P48945,On-Premise,Direct,Bottle,24-Pack,24,11352,7,8.14,4.06,0.0,56.98,28.42,28.56,50.12,0.0,BrewCo,IPA,BrewCo IPA 24oz,P48945,QuickStop,R4433,USA,FL,Orlando,2024-08-20,2023-08-03,On-Premise,Direct,Bottle,24-Pack,24,11352,7,8.14,4.06,50.12,56.98,28.56,2024,-4.17
3570,2023-10-01,2024-03-04,CityLiquor,R6400,Canada,NC,Raleigh,StonePeak,Stout,StonePeak Stout 16oz,P64094,On-Premise,Direct,Bottle,12-Pack,12,8520,14,6.18,3.32,0.0,86.52,46.48,40.04,46.28,0.0,StonePeak,Stout,StonePeak Stout 16oz,P64094,CityLiquor,R6400,Canada,NC,Raleigh,2023-10-01,2024-03-04,On-Premise,Direct,Bottle,12-Pack,12,8520,14,6.18,3.32,46.28,86.52,40.04,2023,
3571,2025-07-05,2024-01-11,CityLiquor,R4717,USA,NC,Greensboro,NorthStar,Stout,NorthStar Stout 24oz,P56588,On-Premise,Direct,Can,6-Pack,6,2130,9,6.5,3.58,0.0,58.5,32.22,26.28,44.92,0.0,NorthStar,Stout,NorthStar Stout 24oz,P56588,CityLiquor,R4717,USA,NC,Greensboro,2025-07-05,2024-01-11,On-Premise,Direct,Can,6-Pack,6,2130,9,6.5,3.58,44.92,58.5,26.28,2025,0.21
3572,2024-01-29,2023-07-09,QuickStop,R3613,USA,GA,Savannah,StonePeak,Sour,StonePeak Sour 24oz,P53201,Off-Premise,Direct,Bottle,6-Pack,6,2838,2,7.15,4.53,0.0,14.3,9.06,5.24,36.64,0.0,StonePeak,Sour,StonePeak Sour 24oz,P53201,QuickStop,R3613,USA,GA,Savannah,2024-01-29,2023-07-09,Off-Premise,Direct,Bottle,6-Pack,6,2838,2,7.15,4.53,36.64,14.3,5.24,2024,-4.17
3573,2023-08-21,2023-08-12,QuickStop,R1537,USA,VA,Richmond,StonePeak,IPA,StonePeak IPA 12oz,P53325,Off-Premise,Direct,Can,12-Pack,12,5676,6,3.45,1.74,0.1,18.66,10.44,8.22,44.05,2.04,StonePeak,IPA,StonePeak IPA 12oz,P53325,QuickStop,R1537,USA,VA,Richmond,2023-08-21,2023-08-12,Off-Premise,Direct,Can,12-Pack,12,5676,6,3.45,1.74,44.05,18.66,8.22,2023,
3574,2025-01-03,2023-09-28,BottleKing,R7486,USA,NC,Raleigh,HopHouse,IPA,HopHouse IPA 24oz,P72451,E-commerce,Direct,Bottle,24-Pack,24,8520,4,5.78,2.8,0.0,23.12,11.2,11.92,51.56,0.0,HopHouse,IPA,HopHouse IPA 24oz,P72451,BottleKing,R7486,USA,NC,Raleigh,2025-01-03,2023-09-28,E-commerce,Direct,Bottle,24-Pack,24,8520,4,5.78,2.8,51.56,23.12,11.92,2025,0.21
3575,2025-07-30,2023-08-03,QuickStop,R8519,USA,GA,Savannah,BrewCo,IPA,BrewCo IPA 24oz,P52629,E-commerce,Direct,Can,6-Pack,6,2838,8,4.37,2.42,0.0,34.96,19.36,15.6,44.62,0.0,BrewCo,IPA,BrewCo IPA 24oz,P52629,QuickStop,R8519,USA,GA,Savannah,2025-07-30,2023-08-03,E-commerce,Direct,Can,6-Pack,6,2838,8,4.37,2.42,44.62,34.96,15.6,2025,0.21
3576,2025-11-16,2024-01-11,BottleKing,R5048,USA,GA,Atlanta,NorthStar,Stout,NorthStar Stout 24oz,P23165,Off-Premise,Direct,Can,12-Pack,12,8520,6,5.2,2.93,0.0,31.2,17.58,13.62,43.65,0.0,NorthStar,Stout,NorthStar Stout 24oz,P23165,BottleKing,R5048,USA,GA,Atlanta,2025-11-16,2024-01-11,Off-Premise,Direct,Can,12-Pack,12,8520,6,5.2,2.93,43.65,31.2,13.62,2025,0.21
3577,2024-05-21,2023-12-31,MegaMart,R8125,USA,FL,Orlando,NorthStar,Lager,NorthStar Lager 12oz,P50368,E-commerce,Distributor,Can,Single,1,355,15,4.26,2.77,0.1,57.45,41.55,15.9,27.68,6.45,NorthStar,Lager,NorthStar Lager 12oz,P50368,MegaMart,R8125,USA,FL,Orlando,2024-05-21,2023-12-31,E-commerce,Distributor,Can,Single,1,355,15,4.26,2.77,27.68,57.45,15.9,2024,-4.17
3578,2023-11-24,2023-09-03,QuickStop,R5959,USA,TN,Nashville,NorthStar,Stout,NorthStar Stout 12oz,P50065,On-Premise,Distributor,Can,12-Pack,12,8520,11,6.42,3.9,0.15,60.06,42.9,17.16,28.57,10.56,NorthStar,Stout,NorthStar Stout 12oz,P50065,QuickStop,R5959,USA,TN,Nashville,2023-11-24,2023-09-03,On-Premise,Distributor,Can,12-Pack,12,8520,11,6.42,3.9,28.57,60.06,17.16,2023,
3579,2023-07-10,2023-04-06,CampusStore,R4260,USA,SC,Columbia,StonePeak,Lager,StonePeak Lager 24oz,P13584,Off-Premise,Direct,Bottle,12-Pack,12,5676,1,6.81,4.05,0.0,6.81,4.05,2.76,40.53,0.0,StonePeak,Lager,StonePeak Lager 24oz,P13584,CampusStore,R4260,USA,SC,Columbia,2023-07-10,2023-04-06,Off-Premise,Direct,Bottle,12-Pack,12,5676,1,6.81,4.05,40.53,6.81,2.76,2023,
3580,2023-09-12,2023-07-02,BottleKing,R7297,USA,FL,Miami,RiverMalt,IPA,RiverMalt IPA 24oz,P28166,Off-Premise,Distributor,Can,12-Pack,12,5676,17,5.53,2.61,0.0,94.01,44.37,49.64,52.8,0.0,RiverMalt,IPA,RiverMalt IPA 24oz,P28166,BottleKing,R7297,USA,FL,Miami,2023-09-12,2023-07-02,Off-Premise,Distributor,Can,12-Pack,12,5676,17,5.53,2.61,52.8,94.01,49.64,2023,
3581,2025-02-26,2023-07-06,CampusStore,R6089,USA,NC,Raleigh,NorthStar,Sour,NorthStar Sour 12oz,P39088,Off-Premise,Distributor,Can,12-Pack,12,5676,14,4.38,2.78,0.05,58.24,38.92,19.32,33.17,3.08,NorthStar,Sour,NorthStar Sour 12oz,P39088,CampusStore,R6089,USA,NC,Raleigh,2025-02-26,2023-07-06,Off-Premise,Distributor,Can,12-Pack,12,5676,14,4.38,2.78,33.17,58.24,19.32,2025,0.21
3582,2024-06-13,2023-02-27,QuickStop,R6263,USA,GA,Atlanta,StonePeak,IPA,StonePeak IPA 16oz,P22010,Off-Premise,Direct,Can,12-Pack,12,5676,10,5.29,3.42,0.0,52.9,34.2,18.7,35.35,0.0,StonePeak,IPA,StonePeak IPA 16oz,P22010,QuickStop,R6263,USA,GA,Atlanta,2024-06-13,2023-02-27,Off-Premise,Direct,Can,12-Pack,12,5676,10,5.29,3.42,35.35,52.9,18.7,2024,-4.17
3583,2024-02-20,2023-07-26,CityLiquor,R1154,USA,VA,Richmond,HopHouse,Lager,HopHouse Lager 12oz,P78696,Off-Premise,Direct,Can,24-Pack,24,11352,1,5.05,2.37,0.0,5.05,2.37,2.68,53.07,0.0,HopHouse,Lager,HopHouse Lager 12oz,P78696,CityLiquor,R1154,USA,VA,Richmond,2024-02-20,2023-07-26,Off-Premise,Direct,Can,24-Pack,24,11352,1,5.05,2.37,53.07,5.05,2.68,2024,-4.17
3584,2024-04-17,2023-01-04,CampusStore,R5864,USA,FL,Orlando,StonePeak,IPA,StonePeak IPA 24oz,P81191,On-Premise,Direct,Bottle,6-Pack,6,4260,11,4.22,2.3,0.0,46.42,25.3,21.12,45.5,0.0,StonePeak,IPA,StonePeak IPA 24oz,P81191,CampusStore,R5864,USA,FL,Orlando,2024-04-17,2023-01-04,On-Premise,Direct,Bottle,6-Pack,6,4260,11,4.22,2.3,45.5,46.42,21.12,2024,-4.17
3585,2025-07-20,2023-05-28,CampusStore,R8040,Canada,FL,Miami,StonePeak,Stout,StonePeak Stout 24oz,P28348,Off-Premise,Direct,Can,24-Pack,24,17040,12,5.5,3.2,0.1,59.4,38.4,21.0,35.35,6.6,StonePeak,Stout,StonePeak Stout 24oz,P28348,CampusStore,R8040,Canada,FL,Miami,2025-07-20,2023-05-28,Off-Premise,Direct,Can,24-Pack,24,17040,12,5.5,3.2,35.35,59.4,21.0,2025,0.21
3586,2024-03-22,2023-06-28,BottleKing,R5014,USA,VA,Richmond,BrewCo,IPA,BrewCo IPA 12oz,P96272,On-Premise,Direct,Bottle,12-Pack,12,8520,11,5.22,2.95,0.05,54.56,32.45,22.11,40.52,2.86,BrewCo,IPA,BrewCo IPA 12oz,P96272,BottleKing,R5014,USA,VA,Richmond,2024-03-22,2023-06-28,On-Premise,Direct,Bottle,12-Pack,12,8520,11,5.22,2.95,40.52,54.56,22.11,2024,-4.17
3587,2025-11-28,2023-01-18,CampusStore,R9912,USA,NC,Charlotte,NorthStar,IPA,NorthStar IPA 24oz,P87596,E-commerce,Direct,Can,6-Pack,6,2130,16,5.6,3.55,0.1,80.64,56.8,23.84,29.56,8.96,NorthStar,IPA,NorthStar IPA 24oz,P87596,CampusStore,R9912,USA,NC,Charlotte,2025-11-28,2023-01-18,E-commerce,Direct,Can,6-Pack,6,2130,16,5.6,3.55,29.56,80.64,23.84,2025,0.21
3588,2024-04-12,2023-04-06,MegaMart,R5664,USA,VA,Richmond,StonePeak,Lager,StonePeak Lager 24oz,P45260,Off-Premise,Direct,Can,24-Pack,24,17040,7,5.37,3.41,0.0,37.59,23.87,13.72,36.5,0.0,StonePeak,Lager,StonePeak Lager 24oz,P45260,MegaMart,R5664,USA,VA,Richmond,2024-04-12,2023-04-06,Off-Premise,Direct,Can,24-Pack,24,17040,7,5.37,3.41,36.5,37.59,13.72,2024,-4.17
3589,2024-12-22,2023-04-25,CampusStore,R4479,Canada,VA,Richmond,RiverMalt,Stout,RiverMalt Stout 16oz,P40489,On-Premise,Distributor,Can,24-Pack,24,11352,7,5.26,2.87,0.05,35.0,20.09,14.91,42.6,1.82,RiverMalt,Stout,RiverMalt Stout 16oz,P40489,CampusStore,R4479,Canada,VA,Richmond,2024-12-22,2023-04-25,On-Premise,Distributor,Can,24-Pack,24,11352,7,5.26,2.87,42.6,35.0,14.91,2024,-4.17
3590,2023-08-21,2023-09-30,QuickStop,R9416,USA,SC,Charleston,HopHouse,Stout,HopHouse Stout 16oz,P75597,Off-Premise,Distributor,Bottle,24-Pack,24,8520,16,6.69,4.17,0.0,107.04,66.72,40.32,37.67,0.0,HopHouse,Stout,HopHouse Stout 16oz,P75597,QuickStop,R9416,USA,SC,Charleston,2023-08-21,2023-09-30,Off-Premise,Distributor,Bottle,24-Pack,24,8520,16,6.69,4.17,37.67,107.04,40.32,2023,
3591,2024-06-16,2023-10-18,BottleKing,R7333,USA,VA,Richmond,RiverMalt,Lager,RiverMalt Lager 24oz,P22152,On-Premise,Direct,Bottle,24-Pack,24,8520,17,4.62,2.74,0.0,78.54,46.58,31.96,40.69,0.0,RiverMalt,Lager,RiverMalt Lager 24oz,P22152,BottleKing,R7333,USA,VA,Richmond,2024-06-16,2023-10-18,On-Premise,Direct,Bottle,24-Pack,24,8520,17,4.62,2.74,40.69,78.54,31.96,2024,-4.17
3592,2025-12-12,2023-04-12,QuickStop,R3621,USA,TN,Knoxville,HopHouse,Pilsner,HopHouse Pilsner 16oz,P88219,Off-Premise,Direct,Can,6-Pack,6,2838,2,3.77,2.44,0.0,7.54,4.88,2.66,35.28,0.0,HopHouse,Pilsner,HopHouse Pilsner 16oz,P88219,QuickStop,R3621,USA,TN,Knoxville,2025-12-12,2023-04-12,Off-Premise,Direct,Can,6-Pack,6,2838,2,3.77,2.44,35.28,7.54,2.66,2025,0.21
3593,2023-09-03,2023-06-01,QuickStop,R9800,USA,VA,Norfolk,RiverMalt,Pilsner,RiverMalt Pilsner 12oz,P39235,Off-Premise,Distributor,Bottle,12-Pack,12,5676,14,6.03,3.19,0.1,76.02,44.66,31.36,41.25,8.4,RiverMalt,Pilsner,RiverMalt Pilsner 12oz,P39235,QuickStop,R9800,USA,VA,Norfolk,2023-09-03,2023-06-01,Off-Premise,Distributor,Bottle,12-Pack,12,5676,14,6.03,3.19,41.25,76.02,31.36,2023,
3594,2023-05-23,2023-12-13,MegaMart,R9662,USA,VA,Norfolk,RiverMalt,Sour,RiverMalt Sour 24oz,P62723,On-Premise,Distributor,Can,6-Pack,6,2130,6,6.15,3.48,0.0,36.9,20.88,16.02,43.41,0.0,RiverMalt,Sour,RiverMalt Sour 24oz,P62723,MegaMart,R9662,USA,VA,Norfolk,2023-05-23,2023-12-13,On-Premise,Distributor,Can,6-Pack,6,2130,6,6.15,3.48,43.41,36.9,16.02,2023,
3595,2024-08-01,2023-06-07,CampusStore,R7882,USA,SC,Columbia,StonePeak,Pilsner,StonePeak Pilsner 24oz,P63313,Off-Premise,Direct,Can,Single,1,473,3,5.83,2.98,0.0,17.49,8.94,8.55,48.89,0.0,StonePeak,Pilsner,StonePeak Pilsner 24oz,P63313,CampusStore,R7882,USA,SC,Columbia,2024-08-01,2023-06-07,Off-Premise,Direct,Can,Single,1,473,3,5.83,2.98,48.89,17.49,8.55,2024,-4.17
