OrderID,OrderDate,CustomerID,SellerID,ProductID,UnitsSold,UnitSalePrice,GMV,MarketplaceRevenue,OrderStatus
O0094765,2023-09-21,C00070,S0054,P00081,1,42.29,42.29,3.38,Completed
O0094766,2025-03-23,C00698,S0129,P00175,3,18.11,54.33,4.35,Completed
O0094767,2024-09-18,C00469,S0096,P00026,4,38.63,154.52,11.59,Completed
O0094768,2023-09-29,C00315,S0056,P00189,4,50.23,200.92,15.07,Completed
O0094769,2023-05-22,C00396,S0093,P00080,2,41.56,83.12,6.65,Completed
O0094770,2024-05-05,C00489,S0152,P00070,2,34.37,68.74,5.5,Completed
O0094771,2025-01-17,C00098,S0062,P00055,2,20.63,41.26,3.3,Completed
O0094772,2023-01-28,C00063,S0126,P00136,4,63.46,253.84,20.31,Completed
O0094773,2025-03-17,C00128,S0014,P00289,2,34.3,68.6,5.49,Completed
O0094774,2024-02-14,C00644,S0123,P00037,3,20.77,62.31,4.98,Completed
O0094775,2023-11-12,C00702,S0138,P00098,6,31.04,186.24,14.9,Completed
O0094776,2025-06-11,C00490,S0148,P00236,1,23.9,23.9,1.91,Completed
O0094777,2025-01-15,C00424,S0110,P00133,1,29.46,29.46,2.36,Completed
O0094778,2025-07-15,C00202,S0129,P00103,2,16.7,33.4,2.67,Completed
O0094779,2025-06-02,C00748,S0140,P00216,2,65.08,130.16,10.41,Completed
O0094780,2025-10-02,C00680,S0156,P00070,2,32.81,65.62,5.25,Completed
O0094781,2023-07-21,C00042,S0079,P00014,3,45.66,136.98,10.96,Completed
O0094782,2025-08-21,C00664,S0136,P00241,1,26.03,26.03,2.08,Completed
O0094783,2025-07-24,C00003,S0062,P00199,3,53.98,161.94,12.96,Completed
O0094784,2023-11-29,C00272,S0097,P00222,2,65.96,131.92,10.55,Completed
O0094785,2025-08-16,C00133,S0066,P00279,1,6.02,6.02,0.48,Completed
O0094786,2023-03-05,C00854,S0111,P00099,3,43.19,129.57,10.37,Completed
O0094787,2025-12-02,C00623,S0021,P00302,1,11.19,11.19,0.9,Completed
O0094788,2024-07-19,C00006,S0021,P00156,2,51.13,102.26,8.18,Completed
O0094789,2024-03-08,C00788,S0149,P00040,1,17.05,17.05,1.36,Completed
O0094790,2024-09-26,C00369,S0013,P00204,4,22.81,91.24,6.84,Completed
O0094791,2024-05-17,C00814,S0137,P00175,1,19.64,19.64,1.57,Completed
O0094792,2024-11-01,C00755,S0040,P00173,3,57.36,172.08,13.77,Completed
O0094793,2024-11-13,C00706,S0096,P00195,1,26.21,26.21,1.97,Completed
O0094794,2025-02-14,C00549,S0080,P00172,4,26.17,104.68,8.37,Completed
O0094795,2024-03-07,C00374,S0126,P00207,3,7.6,22.8,1.82,Completed
O0094796,2024-03-17,C00245,S0065,P00094,1,29.45,29.45,2.36,Completed
O0094797,2024-11-21,C00552,S0110,P00309,2,19.11,38.22,3.06,Completed
O0094798,2023-09-21,C00537,S0057,P00001,1,27.68,27.68,2.21,Completed
O0094799,2024-05-17,C00638,S0121,P00315,2,35.89,71.78,5.74,Completed
O0094800,2025-09-17,C00058,S0012,P00276,1,9.56,9.56,0.76,Completed
O0094801,2024-08-22,C00321,S0075,P00112,1,42.67,42.67,3.2,Completed
O0094802,2025-03-24,C00677,S0018,P00087,2,21.62,43.24,3.46,Completed
O0094803,2025-11-18,C00563,S0075,P00013,1,55.02,55.02,4.13,Cancelled
O0094804,2024-06-19,C00031,S0135,P00167,2,24.75,49.5,3.96,Completed
O0094805,2025-10-24,C00633,S0038,P00019,2,5.8,11.6,0.93,Completed
O0094806,2024-05-13,C00897,S0141,P00284,5,31.29,156.45,11.73,Completed
O0094807,2023-01-08,C00405,S0149,P00262,3,35.23,105.69,8.46,Completed
O0094808,2025-11-28,C00828,S0010,P00006,2,61.95,123.9,9.29,Completed
O0094809,2024-06-19,C00723,S0082,P00243,2,5.72,11.44,0.92,Completed
O0094810,2025-10-10,C00088,S0073,P00079,2,27.05,54.1,4.33,Completed
O0094811,2023-04-06,C00640,S0152,P00099,4,40.36,161.44,12.92,Completed
O0094812,2023-09-09,C00237,S0068,P00029,5,48.95,244.75,19.58,Completed
O0094813,2023-06-11,C00840,S0122,P00074,4,37.41,149.64,11.97,Completed
O0094814,2024-09-02,C00811,S0028,P00175,2,19.04,38.08,3.05,Completed
O0094815,2024-01-17,C00282,S0119,P00302,3,8.69,26.07,2.09,Completed
O0094816,2025-02-18,C00273,S0087,P00011,3,28.37,85.11,6.38,Completed
O0094817,2023-04-20,C00680,S0133,P00222,1,53.72,53.72,4.3,Completed
O0094818,2023-02-14,C00307,S0160,P00151,2,18.23,36.46,2.92,Completed
O0094819,2023-01-09,C00832,S0031,P00268,2,25.56,51.12,4.09,Completed
O0094820,2024-12-17,C00670,S0104,P00142,4,24.2,96.8,7.74,Completed
O0094821,2025-11-07,C00895,S0035,P00189,1,64.35,64.35,5.15,Returned
O0094822,2023-01-10,C00422,S0004,P00062,3,11.55,34.65,2.6,Completed
O0094823,2023-10-10,C00343,S0121,P00110,3,26.33,78.99,6.32,Returned
O0094824,2024-02-11,C00520,S0060,P00123,2,57.67,115.34,9.23,Completed
O0094825,2025-02-25,C00711,S0076,P00108,3,19.69,59.07,4.43,Completed
O0094826,2024-03-19,C00323,S0061,P00134,3,11.6,34.8,2.78,Completed
O0094827,2023-04-21,C00124,S0012,P00138,1,21.33,21.33,1.71,Completed
O0094828,2024-12-10,C00680,S0077,P00119,2,12.07,24.14,1.81,Completed
O0094829,2025-09-10,C00408,S0128,P00298,5,25.7,128.5,9.0,Completed
O0094830,2025-06-19,C00413,S0110,P00284,2,34.09,68.18,5.45,Completed
O0094831,2023-01-07,C00811,S0132,P00320,3,48.91,146.73,11.0,Completed
O0094832,2023-04-10,C00176,S0160,P00268,3,23.27,69.81,5.58,Completed
O0094833,2025-11-18,C00293,S0075,P00128,3,69.09,207.27,15.55,Completed
O0094834,2024-10-19,C00478,S0083,P00012,2,26.11,52.22,3.92,Completed
O0094835,2023-03-06,C00086,S0028,P00163,2,52.11,104.22,8.34,Completed
O0094836,2025-04-20,C00591,S0063,P00081,4,45.21,180.84,14.47,Completed
O0094837,2024-07-01,C00764,S0007,P00215,3,34.73,104.19,8.34,Cancelled
O0094838,2023-04-06,C00657,S0019,P00204,1,23.35,23.35,1.75,Returned
O0094839,2023-02-17,C00169,S0144,P00071,2,29.37,58.74,4.7,Completed
O0094840,2023-01-03,C00556,S0047,P00262,3,35.43,106.29,8.5,Completed
O0094841,2025-07-09,C00760,S0023,P00257,2,22.91,45.82,3.44,Completed
O0094842,2023-02-17,C00891,S0075,P00107,2,43.53,87.06,6.53,Completed
O0094843,2023-10-25,C00022,S0103,P00067,3,24.9,74.7,5.98,Completed
O0094844,2025-04-22,C00580,S0040,P00149,3,37.28,111.84,8.95,Returned
O0094845,2025-03-15,C00619,S0140,P00230,2,27.91,55.82,4.47,Completed
O0094846,2023-02-15,C00067,S0001,P00293,3,47.68,143.04,10.73,Completed
O0094847,2025-02-01,C00772,S0122,P00183,3,45.53,136.59,10.93,Completed
O0094848,2024-02-26,C00507,S0015,P00160,3,51.11,153.33,11.5,Completed
O0094849,2024-12-01,C00102,S0001,P00312,2,90.95,181.9,13.64,Completed
O0094850,2024-11-06,C00497,S0094,P00079,1,34.22,34.22,2.74,Completed
O0094851,2025-03-16,C00895,S0079,P00070,1,33.71,33.71,2.7,Completed
O0094852,2024-03-30,C00852,S0068,P00103,2,16.17,32.34,2.59,Completed
O0094853,2024-05-25,C00471,S0139,P00246,3,9.63,28.89,2.31,Completed
O0094854,2024-10-31,C00867,S0126,P00180,3,28.76,86.28,6.9,Completed
O0094855,2025-03-21,C00176,S0079,P00285,2,53.51,107.02,8.56,Completed
O0094856,2024-01-25,C00819,S0108,P00120,2,17.31,34.62,2.6,Completed
O0094857,2025-04-17,C00298,S0013,P00019,3,5.21,15.63,1.17,Completed
O0094858,2025-08-03,C00394,S0016,P00256,2,41.23,82.46,6.6,Completed
O0094859,2024-07-20,C00511,S0033,P00197,3,31.3,93.9,7.51,Returned
O0094860,2025-05-29,C00747,S0118,P00088,2,34.08,68.16,5.45,Completed
O0094861,2025-06-13,C00167,S0135,P00037,2,23.91,47.82,3.83,Completed
O0094862,2024-10-18,C00196,S0102,P00058,3,41.67,125.01,10.0,Completed
O0094863,2024-08-18,C00709,S0076,P00079,5,28.24,141.2,10.59,Completed
O0094864,2023-08-23,C00032,S0004,P00259,3,12.11,36.33,2.72,Completed
O0094865,2024-11-22,C00215,S0090,P00033,3,55.15,165.45,13.24,Completed
O0094866,2023-12-25,C00063,S0141,P00218,2,48.02,96.04,7.2,Cancelled
O0094867,2025-06-02,C00509,S0068,P00053,1,18.69,18.69,1.5,Completed
O0094868,2025-09-02,C00403,S0159,P00258,2,32.2,64.4,5.15,Completed
O0094869,2025-04-22,C00559,S0018,P00175,3,18.87,56.61,4.53,Completed
O0094870,2023-05-12,C00164,S0096,P00200,2,38.9,77.8,5.84,Completed
O0094871,2025-10-07,C00507,S0126,P00216,3,71.67,215.01,17.2,Completed
O0094872,2025-11-09,C00145,S0153,P00065,4,68.3,273.2,21.86,Completed
O0094873,2024-07-02,C00043,S0136,P00135,2,20.89,41.78,3.34,Completed
O0094874,2023-04-18,C00660,S0139,P00089,3,45.83,137.49,11.0,Completed
O0094875,2023-02-06,C00741,S0151,P00100,4,31.58,126.32,10.11,Completed
O0094876,2023-07-20,C00850,S0045,P00225,2,41.37,82.74,6.62,Completed
O0094877,2024-11-03,C00643,S0048,P00292,2,6.78,13.56,1.02,Completed
O0094878,2023-01-08,C00685,S0066,P00119,1,9.14,9.14,0.73,Returned
O0094879,2025-12-03,C00211,S0131,P00016,1,36.09,36.09,2.71,Completed
O0094880,2023-06-22,C00459,S0099,P00089,1,51.21,51.21,4.1,Completed
O0094881,2023-07-05,C00801,S0110,P00148,1,18.03,18.03,1.44,Completed
O0094882,2023-08-28,C00424,S0023,P00306,4,14.3,57.2,4.29,Completed
O0094883,2023-07-10,C00477,S0107,P00162,2,39.11,78.22,5.87,Completed
O0094884,2023-08-09,C00587,S0063,P00192,2,36.91,73.82,5.91,Completed
O0094885,2025-02-27,C00256,S0153,P00239,3,23.64,70.92,5.67,Completed
O0094886,2024-08-28,C00688,S0068,P00011,3,28.31,84.93,6.79,Completed
O0094887,2023-04-21,C00545,S0073,P00015,4,5.94,23.76,1.9,Completed
O0094888,2025-07-08,C00605,S0134,P00230,1,30.72,30.72,2.46,Completed
O0094889,2024-06-13,C00147,S0150,P00264,2,86.59,173.18,12.12,Completed
O0094890,2023-10-06,C00254,S0013,P00301,3,24.95,74.85,5.61,Completed
O0094891,2024-05-16,C00455,S0096,P00109,1,46.67,46.67,3.5,Returned
O0094892,2025-07-30,C00358,S0160,P00313,3,36.78,110.34,8.83,Completed
O0094893,2023-03-07,C00750,S0129,P00089,3,48.76,146.28,11.7,Completed
O0094894,2024-05-08,C00530,S0107,P00313,2,32.57,65.14,4.89,Completed
O0094895,2023-04-15,C00811,S0103,P00315,2,33.72,67.44,5.4,Completed
O0094896,2023-10-28,C00614,S0146,P00079,3,26.03,78.09,6.25,Completed
O0094897,2025-06-28,C00191,S0022,P00099,3,43.41,130.23,10.42,Completed
O0094898,2025-07-30,C00105,S0111,P00255,3,33.45,100.35,8.03,Completed
O0094899,2023-03-17,C00560,S0012,P00302,2,9.23,18.46,1.48,Completed
O0094900,2023-07-22,C00685,S0147,P00024,2,17.74,35.48,2.66,Completed
O0094901,2023-01-21,C00211,S0081,P00243,3,5.01,15.03,1.2,Completed
O0094902,2023-07-12,C00796,S0010,P00017,4,56.43,225.72,16.93,Completed
O0094903,2023-12-09,C00564,S0151,P00292,1,7.13,7.13,0.57,Completed
O0094904,2024-05-10,C00125,S0082,P00099,2,43.25,86.5,6.92,Completed
O0094905,2024-10-12,C00659,S0048,P00040,5,17.37,86.85,6.51,Completed
O0094906,2025-04-14,C00560,S0152,P00208,2,10.86,21.72,1.74,Completed
O0094907,2023-12-07,C00208,S0131,P00005,1,48.61,48.61,3.65,Completed
O0094908,2024-04-29,C00127,S0114,P00224,3,43.2,129.6,10.37,Completed
O0094909,2025-09-21,C00289,S0031,P00132,2,5.07,10.14,0.81,Completed
O0094910,2024-08-02,C00760,S0078,P00006,1,50.39,50.39,3.78,Completed
O0094911,2025-11-12,C00410,S0032,P00063,1,36.77,36.77,2.94,Completed
O0094912,2023-06-25,C00401,S0014,P00276,3,10.24,30.72,2.46,Returned
O0094913,2024-10-30,C00037,S0110,P00219,2,66.3,132.6,10.61,Completed
O0094914,2024-11-10,C00315,S0111,P00093,2,49.07,98.14,7.85,Completed
O0094915,2025-05-03,C00610,S0008,P00233,3,4.76,14.28,1.07,Completed
O0094916,2023-04-08,C00650,S0151,P00263,3,16.32,48.96,3.92,Completed
O0094917,2024-10-05,C00318,S0043,P00213,2,13.75,27.5,2.2,Completed
O0094918,2025-05-11,C00026,S0160,P00104,2,5.38,10.76,0.86,Completed
O0094919,2023-12-03,C00544,S0038,P00146,1,6.47,6.47,0.52,Completed
O0094920,2023-09-26,C00436,S0024,P00033,3,47.48,142.44,11.4,Completed
O0094921,2025-03-17,C00634,S0028,P00144,1,33.49,33.49,2.68,Returned
O0094922,2024-12-19,C00716,S0128,P00210,1,20.28,20.28,1.42,Completed
O0094923,2024-11-28,C00102,S0066,P00014,2,49.2,98.4,7.87,Completed
O0094924,2024-11-18,C00569,S0056,P00284,1,34.84,34.84,2.61,Completed
O0094925,2025-04-02,C00857,S0039,P00031,2,14.63,29.26,2.34,Completed
O0094926,2023-01-10,C00557,S0115,P00150,3,20.83,62.49,4.69,Completed
O0094927,2025-09-11,C00620,S0149,P00002,6,45.02,270.12,21.61,Completed
O0094928,2025-07-31,C00845,S0097,P00151,2,20.44,40.88,3.27,Completed
O0094929,2025-08-06,C00400,S0001,P00220,4,67.63,270.52,20.29,Completed
O0094930,2025-02-04,C00605,S0002,P00057,3,5.12,15.36,1.08,Completed
O0094931,2024-02-16,C00352,S0110,P00249,1,25.8,25.8,2.06,Completed
O0094932,2025-10-25,C00464,S0046,P00088,5,35.22,176.1,14.09,Completed
O0094933,2024-11-05,C00235,S0042,P00268,1,30.86,30.86,2.31,Completed
O0094934,2023-11-29,C00001,S0118,P00065,3,61.71,185.13,14.81,Completed
O0094935,2025-01-12,C00696,S0051,P00194,3,23.26,69.78,5.58,Completed
O0094936,2024-06-07,C00150,S0118,P00209,2,57.14,114.28,9.14,Completed
O0094937,2025-08-15,C00195,S0077,P00196,2,53.37,106.74,8.01,Completed
O0094938,2024-04-14,C00536,S0119,P00055,4,20.31,81.24,6.5,Completed
O0094939,2023-05-06,C00032,S0102,P00225,2,37.46,74.92,5.99,Completed
O0094940,2024-03-26,C00226,S0030,P00083,2,24.01,48.02,3.84,Completed
O0094941,2025-03-10,C00351,S0042,P00044,2,38.22,76.44,5.73,Completed
O0094942,2024-01-21,C00356,S0112,P00298,5,23.52,117.6,9.41,Completed
O0094943,2025-08-27,C00056,S0098,P00022,4,17.28,69.12,5.18,Completed
O0094944,2023-03-02,C00505,S0085,P00001,3,28.66,85.98,6.88,Completed
O0094945,2025-10-14,C00102,S0158,P00210,1,15.54,15.54,1.24,Completed
O0094946,2025-04-29,C00851,S0106,P00186,1,47.9,47.9,3.83,Completed
O0094947,2023-12-10,C00006,S0096,P00005,3,49.58,148.74,11.16,Completed
O0094948,2025-07-31,C00535,S0052,P00006,4,56.29,225.16,16.89,Completed
O0094949,2024-03-30,C00377,S0008,P00018,1,24.4,24.4,1.83,Completed
O0094950,2024-03-26,C00218,S0119,P00116,2,73.85,147.7,11.82,Completed
O0094951,2025-11-10,C00697,S0154,P00074,3,41.73,125.19,10.02,Completed
O0094952,2023-08-28,C00060,S0013,P00314,1,25.5,25.5,1.91,Completed
O0094953,2023-04-07,C00548,S0101,P00313,3,32.53,97.59,7.32,Completed
O0094954,2023-05-02,C00564,S0043,P00082,4,22.02,88.08,7.05,Completed
O0094955,2024-05-06,C00374,S0072,P00292,1,5.94,5.94,0.48,Completed
O0094956,2024-05-31,C00309,S0050,P00032,1,13.76,13.76,1.1,Completed
O0094957,2025-09-03,C00061,S0066,P00224,2,40.63,81.26,6.5,Completed
O0094958,2024-09-10,C00441,S0096,P00244,3,45.64,136.92,10.27,Completed
O0094959,2025-04-18,C00379,S0056,P00006,2,52.06,104.12,7.81,Completed
O0094960,2025-09-04,C00591,S0035,P00002,1,48.68,48.68,3.89,Completed
O0094961,2023-06-02,C00434,S0134,P00317,5,58.29,291.45,23.32,Completed
O0094962,2025-01-22,C00831,S0057,P00023,3,37.58,112.74,9.02,Completed
O0094963,2023-10-07,C00351,S0127,P00289,1,33.19,33.19,2.66,Completed
O0094964,2024-12-18,C00355,S0150,P00082,3,27.6,82.8,5.8,Completed
O0094965,2024-08-27,C00191,S0074,P00266,4,6.23,24.92,1.99,Completed
O0094966,2023-12-22,C00806,S0110,P00153,2,42.19,84.38,6.75,Completed
O0094967,2023-11-03,C00614,S0061,P00289,1,41.2,41.2,3.3,Completed
O0094968,2023-03-03,C00843,S0040,P00187,2,39.77,79.54,6.36,Completed
O0094969,2024-07-02,C00867,S0131,P00059,2,35.4,70.8,5.31,Completed
O0094970,2023-11-15,C00429,S0080,P00020,1,38.35,38.35,3.07,Completed
O0094971,2024-08-29,C00246,S0118,P00237,1,32.14,32.14,2.57,Completed
O0094972,2023-02-15,C00794,S0149,P00115,2,20.74,41.48,3.32,Completed
O0094973,2023-10-25,C00656,S0126,P00291,3,38.91,116.73,9.34,Completed
O0094974,2024-06-04,C00089,S0014,P00155,1,44.9,44.9,3.59,Completed
O0094975,2025-07-15,C00055,S0096,P00237,3,40.52,121.56,9.12,Completed
O0094976,2023-05-21,C00699,S0146,P00276,3,10.51,31.53,2.52,Cancelled
O0094977,2024-03-01,C00278,S0123,P00293,1,47.14,47.14,3.77,Completed
O0094978,2024-03-21,C00230,S0151,P00193,4,28.97,115.88,9.27,Completed
O0094979,2025-02-08,C00648,S0056,P00082,6,19.92,119.52,8.96,Completed
O0094980,2025-06-10,C00269,S0093,P00061,2,15.47,30.94,2.48,Completed
O0094981,2024-10-31,C00147,S0111,P00167,1,21.67,21.67,1.73,Completed
O0094982,2023-06-07,C00891,S0139,P00072,2,47.48,94.96,7.6,Completed
O0094983,2023-05-25,C00636,S0133,P00294,2,12.16,24.32,1.95,Completed
O0094984,2023-09-15,C00647,S0140,P00206,1,14.09,14.09,1.13,Completed
O0094985,2025-02-14,C00455,S0031,P00037,2,20.46,40.92,3.27,Completed
O0094986,2024-01-02,C00428,S0086,P00143,2,4.83,9.66,0.77,Completed
O0094987,2023-03-15,C00069,S0143,P00282,4,44.2,176.8,13.26,Completed
O0094988,2025-04-06,C00701,S0050,P00083,1,24.22,24.22,1.94,Completed
O0094989,2025-03-09,C00720,S0151,P00201,3,31.66,94.98,7.6,Returned
O0094990,2025-10-08,C00889,S0013,P00084,2,29.17,58.34,4.38,Cancelled
O0094991,2025-07-29,C00128,S0115,P00282,1,45.43,45.43,3.41,Completed
O0094992,2023-02-26,C00752,S0104,P00029,3,47.74,143.22,11.46,Completed
O0094993,2025-12-05,C00412,S0131,P00007,2,14.16,28.32,2.12,Completed
O0094994,2025-12-10,C00704,S0079,P00263,2,20.92,41.84,3.35,Completed
O0094995,2024-06-26,C00239,S0051,P00202,4,36.43,145.72,11.66,Completed
O0094996,2025-07-15,C00116,S0094,P00128,1,66.98,66.98,5.36,Completed
O0094997,2025-12-08,C00090,S0037,P00315,4,43.23,172.92,13.83,Completed
O0094998,2023-07-13,C00265,S0103,P00264,2,85.04,170.08,13.61,Completed
O0094999,2023-08-02,C00593,S0018,P00163,1,54.22,54.22,4.34,Completed
O0095000,2023-11-04,C00122,S0007,P00198,2,18.07,36.14,2.89,Completed
O0095001,2023-08-15,C00118,S0116,P00114,1,30.55,30.55,2.44,Completed
O0095002,2025-06-22,C00064,S0146,P00282,2,46.75,93.5,7.48,Completed
O0095003,2024-05-18,C00561,S0098,P00029,3,48.15,144.45,10.83,Completed
O0095004,2025-02-15,C00062,S0105,P00151,2,18.95,37.9,3.03,Completed
O0095005,2025-08-21,C00298,S0111,P00001,3,26.36,79.08,6.33,Completed
O0095006,2023-10-04,C00671,S0063,P00223,2,32.65,65.3,5.22,Completed
O0095007,2024-05-25,C00773,S0155,P00114,4,32.71,130.84,10.47,Completed
O0095008,2023-07-16,C00020,S0147,P00218,3,41.48,124.44,9.33,Completed
O0095009,2023-05-13,C00314,S0136,P00296,1,43.54,43.54,3.48,Completed
O0095010,2024-01-18,C00378,S0055,P00115,2,22.11,44.22,3.32,Completed
O0095011,2024-12-09,C00733,S0152,P00172,2,30.98,61.96,4.96,Completed
O0095012,2023-09-20,C00811,S0049,P00275,3,37.4,112.2,8.41,Completed
O0095013,2023-06-11,C00003,S0078,P00235,2,5.59,11.18,0.84,Completed
O0095014,2023-11-08,C00221,S0026,P00283,3,78.75,236.25,18.9,Completed
O0095015,2024-02-17,C00453,S0080,P00297,3,41.78,125.34,10.03,Completed
O0095016,2025-09-02,C00579,S0081,P00198,2,15.0,30.0,2.4,Completed
O0095017,2025-06-16,C00183,S0126,P00207,5,8.61,43.05,3.44,Completed
O0095018,2024-09-13,C00820,S0056,P00168,4,42.18,168.72,12.65,Completed
O0095019,2025-11-11,C00714,S0009,P00127,2,16.82,33.64,2.69,Completed
O0095020,2024-10-26,C00552,S0072,P00210,3,16.35,49.05,3.92,Completed
O0095021,2025-08-19,C00279,S0046,P00115,2,20.6,41.2,3.3,Completed
O0095022,2025-03-22,C00733,S0055,P00079,3,27.4,82.2,6.16,Returned
O0095023,2023-08-24,C00476,S0082,P00318,2,50.11,100.22,8.02,Completed
O0095024,2023-03-17,C00378,S0149,P00092,1,28.86,28.86,2.31,Completed
O0095025,2025-09-28,C00749,S0086,P00297,2,43.15,86.3,6.9,Returned
O0095026,2025-07-07,C00450,S0001,P00066,1,34.62,34.62,2.6,Completed
O0095027,2025-02-18,C00694,S0024,P00270,1,37.34,37.34,2.99,Completed
O0095028,2024-10-01,C00647,S0092,P00294,2,12.11,24.22,1.94,Completed
O0095029,2024-02-23,C00339,S0057,P00010,3,51.26,153.78,12.3,Completed
O0095030,2025-06-24,C00514,S0091,P00151,1,20.66,20.66,1.65,Completed
O0095031,2025-12-29,C00208,S0056,P00277,3,52.31,156.93,11.77,Completed
O0095032,2025-11-15,C00122,S0076,P00090,2,19.54,39.08,2.93,Completed
O0095033,2023-12-13,C00664,S0043,P00179,1,47.2,47.2,3.78,Completed
O0095034,2023-01-29,C00157,S0035,P00092,2,26.97,53.94,4.32,Completed
O0095035,2023-05-14,C00126,S0123,P00081,3,45.39,136.17,10.89,Completed
O0095036,2025-02-19,C00300,S0047,P00044,3,37.68,113.04,9.04,Completed
O0095037,2025-05-06,C00399,S0154,P00159,1,18.33,18.33,1.47,Completed
O0095038,2023-07-22,C00410,S0018,P00315,3,39.62,118.86,9.51,Completed
O0095039,2023-06-30,C00875,S0072,P00318,2,58.92,117.84,9.43,Completed
O0095040,2023-10-29,C00099,S0023,P00105,2,45.6,91.2,6.84,Completed
O0095041,2025-01-31,C00673,S0066,P00214,2,25.37,50.74,4.06,Completed
O0095042,2024-08-29,C00457,S0160,P00238,2,8.48,16.96,1.36,Completed
O0095043,2023-07-19,C00782,S0046,P00184,3,39.39,118.17,9.45,Completed
O0095044,2024-03-03,C00095,S0109,P00117,3,9.32,27.96,2.24,Completed
O0095045,2025-01-26,C00179,S0060,P00121,2,58.6,117.2,9.38,Returned
O0095046,2023-06-20,C00695,S0019,P00141,4,51.3,205.2,15.39,Completed
O0095047,2023-02-12,C00669,S0016,P00172,2,22.8,45.6,3.65,Completed
O0095048,2024-12-07,C00525,S0063,P00318,2,65.1,130.2,10.42,Completed
O0095049,2025-11-08,C00658,S0092,P00160,1,61.4,61.4,4.91,Completed
O0095050,2025-03-21,C00430,S0105,P00094,2,32.71,65.42,5.23,Completed
O0095051,2025-11-25,C00640,S0025,P00290,4,44.92,179.68,14.37,Completed
O0095052,2023-09-06,C00266,S0085,P00006,3,50.56,151.68,12.13,Completed
O0095053,2024-01-12,C00694,S0154,P00175,3,18.29,54.87,4.39,Completed
O0095054,2023-09-18,C00539,S0047,P00231,2,14.21,28.42,2.27,Completed
O0095055,2025-09-19,C00028,S0122,P00309,2,17.03,34.06,2.72,Completed
O0095056,2024-06-22,C00452,S0039,P00286,4,22.69,90.76,7.26,Completed
O0095057,2024-10-06,C00733,S0152,P00059,1,32.28,32.28,2.58,Completed
O0095058,2024-11-16,C00853,S0145,P00016,1,36.91,36.91,2.95,Completed
O0095059,2023-11-11,C00800,S0106,P00001,5,34.34,171.7,13.74,Completed
O0095060,2025-05-08,C00123,S0001,P00200,4,37.23,148.92,11.17,Completed
O0095061,2024-02-23,C00017,S0025,P00256,2,37.4,74.8,5.98,Completed
O0095062,2023-02-04,C00185,S0042,P00063,1,31.52,31.52,2.36,Completed
O0095063,2025-01-11,C00416,S0088,P00111,2,43.43,86.86,6.95,Completed
O0095064,2023-02-23,C00877,S0004,P00001,2,26.2,52.4,3.93,Completed
O0095065,2024-10-17,C00027,S0002,P00270,2,39.7,79.4,5.56,Completed
O0095066,2024-11-11,C00430,S0091,P00228,2,38.75,77.5,6.2,Completed
O0095067,2025-11-12,C00799,S0091,P00036,1,61.37,61.37,4.91,Completed
O0095068,2024-05-10,C00630,S0062,P00239,2,23.35,46.7,3.74,Completed
O0095069,2023-05-09,C00120,S0002,P00034,2,7.07,14.14,0.99,Completed
O0095070,2025-05-17,C00244,S0028,P00125,2,45.44,90.88,7.27,Returned
O0095071,2023-09-15,C00470,S0127,P00039,1,52.27,52.27,4.18,Completed
O0095072,2025-04-27,C00732,S0158,P00027,2,64.08,128.16,10.25,Completed
O0095073,2025-07-11,C00558,S0134,P00080,3,44.08,132.24,10.58,Completed
O0095074,2025-06-19,C00837,S0108,P00119,2,9.67,19.34,1.45,Completed
O0095075,2023-05-25,C00340,S0031,P00081,3,47.08,141.24,11.3,Cancelled
O0095076,2024-07-07,C00509,S0029,P00117,2,10.98,21.96,1.65,Completed
O0095077,2024-07-25,C00167,S0030,P00232,2,5.85,11.7,0.94,Completed
O0095078,2025-04-08,C00139,S0153,P00186,4,45.77,183.08,14.65,Completed
O0095079,2023-07-31,C00281,S0142,P00236,4,24.44,97.76,7.82,Returned
O0095080,2023-09-28,C00251,S0115,P00305,2,28.11,56.22,4.22,Completed
O0095081,2025-05-14,C00646,S0025,P00089,4,42.23,168.92,13.51,Completed
O0095082,2024-08-23,C00309,S0009,P00064,2,51.72,103.44,8.28,Completed
O0095083,2024-03-07,C00879,S0154,P00091,2,19.71,39.42,3.15,Completed
O0095084,2023-11-27,C00161,S0153,P00131,2,32.02,64.04,5.12,Completed
O0095085,2025-07-13,C00607,S0133,P00141,3,49.35,148.05,11.84,Completed
O0095086,2023-11-03,C00564,S0075,P00200,4,48.06,192.24,14.42,Completed
O0095087,2023-10-06,C00497,S0113,P00299,2,38.58,77.16,6.17,Completed
O0095088,2023-12-13,C00183,S0147,P00061,2,17.48,34.96,2.62,Completed
O0095089,2024-06-19,C00673,S0065,P00114,2,34.86,69.72,5.58,Completed
O0095090,2023-03-28,C00329,S0092,P00003,2,20.92,41.84,3.35,Completed
O0095091,2025-11-14,C00195,S0039,P00219,3,80.52,241.56,19.32,Completed
O0095092,2024-10-08,C00564,S0127,P00194,1,22.13,22.13,1.77,Completed
O0095093,2023-02-26,C00071,S0126,P00208,3,10.42,31.26,2.5,Completed
O0095094,2024-05-17,C00887,S0051,P00135,3,19.64,58.92,4.71,Returned
O0095095,2024-01-03,C00228,S0142,P00140,2,44.52,89.04,7.12,Completed
