TransactionID,Date,ProductLine,Channel,Region,Units,ListRevenue,DiscountPct,NetRevenue,MaterialCost,LaborCost,FreightCost,ManufacturingOverhead,COGS,GrossProfit,GrossMarginPct
100804,2025-06-01,Software Licenses,Enterprise,South,7,2047.98,0.0547,1936.0,195.45,52.9,26.54,34.87,309.76,1626.24,0.84
100805,2025-06-19,Services,Direct,East,3,1577.29,0.1019,1416.55,209.44,53.98,35.51,41.04,339.97,1076.58,0.76
100806,2025-06-07,Accessories,E-commerce,West,4,355.75,0.07,330.86,67.16,15.83,9.74,6.53,99.26,231.6,0.7
100807,2025-06-01,Enterprise Hardware,E-commerce,East,8,6717.56,0.0795,6183.23,1726.96,453.53,210.74,453.05,2844.29,3338.95,0.54
100808,2025-06-24,Enterprise Hardware,Direct,Central,11,9148.59,0.0978,8254.07,2313.35,579.2,299.3,605.03,3796.87,4457.2,0.54
100809,2025-06-05,Accessories,Partner,West,1,94.68,0.099,85.31,15.69,4.58,2.49,2.83,25.59,59.72,0.7
100810,2025-06-03,Services,Partner,South,5,2577.99,0,2577.99,375.98,116.63,63.01,63.09,618.72,1959.27,0.76
100811,2025-07-27,Consumer Devices,Direct,Central,10,4291.5,0.1623,3595.16,854.7,220.42,108.91,182.13,1366.16,2229.0,0.62
100812,2025-07-23,Networking,Direct,Central,11,7703.77,0.1088,6865.57,1902.13,458.98,298.52,223.91,2883.54,3982.03,0.58
100813,2025-07-09,Networking,Direct,West,4,2809.08,0.0297,2725.55,699.75,161.81,96.74,186.43,1144.73,1580.82,0.58
100814,2025-07-24,Enterprise Hardware,Partner,South,7,6112.55,0.0591,5751.36,1780.35,435.11,228.38,201.79,2645.63,3105.74,0.54
100815,2025-07-06,Services,Partner,Central,10,5692.49,0.0994,5126.48,754.65,213.51,135.04,127.16,1230.35,3896.12,0.76
100816,2025-07-25,Networking,Enterprise,West,9,5988.46,0.1542,5064.94,1337.05,373.94,204.38,211.9,2127.27,2937.66,0.58
100817,2025-07-27,Consumer Devices,Partner,East,10,4390.46,0.103,3938.15,992.05,277.55,147.79,79.11,1496.5,2441.65,0.62
100818,2025-07-28,Consumer Devices,Direct,West,11,4833.23,0.0472,4605.3,1052.8,277.25,186.71,233.25,1750.01,2855.28,0.62
100819,2025-07-08,Accessories,Partner,East,11,1078.32,0.0748,997.64,189.7,42.24,25.85,41.5,299.29,698.35,0.7
100820,2025-07-27,Enterprise Hardware,E-commerce,South,4,3483.74,0.0649,3257.56,1005.15,248.79,105.24,139.3,1498.48,1759.08,0.54
100821,2025-07-17,Software Licenses,E-commerce,West,3,947.1,0.1179,835.45,80.47,23.7,12.24,17.26,133.67,701.77,0.84
100822,2025-07-01,Services,Direct,Central,1,548.16,0.0723,508.55,73.87,19.93,13.06,15.18,122.05,386.49,0.76
100823,2025-07-12,Accessories,E-commerce,East,6,526.34,0.0993,474.05,89.46,26.89,14.32,11.53,142.21,331.83,0.7
100824,2025-07-11,Enterprise Hardware,Partner,Central,10,8664.74,0.1402,7449.56,2219.97,577.1,278.03,351.69,3426.8,4022.76,0.54
100825,2025-07-09,Enterprise Hardware,E-commerce,East,1,889.37,0.0939,805.89,231.85,66.58,36.99,35.3,370.71,435.18,0.54
100826,2025-07-10,Networking,Direct,South,6,4376.6,0.0241,4271.21,1101.65,255.2,194.83,242.22,1793.91,2477.3,0.58
100827,2025-07-02,Accessories,Partner,East,10,883.61,0.0786,814.17,147.23,38.46,26.32,32.24,244.25,569.92,0.7
100828,2025-07-18,Networking,Direct,South,4,2756.95,0.1364,2380.92,638.57,175.82,82.51,103.1,999.99,1380.94,0.58
100829,2025-07-13,Services,E-commerce,West,9,5422.64,0.0232,5296.95,843.36,232.74,125.98,69.19,1271.27,4025.68,0.76
100830,2025-07-25,Services,Direct,West,11,6560.15,0.056,6192.84,914.56,266.51,109.88,195.33,1486.28,4706.56,0.76
100831,2025-07-11,Consumer Devices,E-commerce,West,3,1351.09,0.0225,1320.73,329.77,85.51,41.55,45.05,501.88,818.86,0.62
100832,2025-07-20,Consumer Devices,Direct,Central,7,2899.86,0.0318,2807.55,669.01,201.48,107.91,88.47,1066.87,1740.68,0.62
100833,2025-07-22,Enterprise Hardware,Partner,Central,1,872.37,0.0396,837.86,253.55,67.68,30.56,33.63,385.42,452.45,0.54
100834,2025-07-09,Consumer Devices,E-commerce,East,10,3871.02,0.1386,3334.48,856.64,212.21,106.34,91.91,1267.1,2067.38,0.62
100835,2025-07-16,Software Licenses,E-commerce,South,3,958.54,0.0677,893.69,95.65,26.75,13.15,7.44,142.99,750.7,0.84
100836,2025-07-11,Enterprise Hardware,Direct,South,10,9134.02,0.1448,7811.82,2190.29,598.85,260.8,543.49,3593.44,4218.38,0.54
100837,2025-07-14,Enterprise Hardware,Direct,West,9,7078.24,0.0515,6713.96,1983.6,578.52,239.23,287.07,3088.42,3625.54,0.54
100838,2025-07-09,Enterprise Hardware,Enterprise,South,8,6511.74,0.0695,6059.31,1793.62,485.09,253.99,254.58,2787.28,3272.03,0.54
100839,2025-07-23,Software Licenses,Direct,East,7,2084.39,0.1014,1872.96,203.77,49.03,26.92,19.95,299.67,1573.29,0.84
100840,2025-07-11,Consumer Devices,Direct,South,12,5200.78,0.1259,4546.01,1133.97,247.51,124.02,221.99,1727.48,2818.53,0.62
100841,2025-07-14,Accessories,Enterprise,West,7,686.47,0.135,593.81,116.13,27.25,19.53,15.22,178.14,415.67,0.7
100842,2025-07-23,Software Licenses,Partner,South,5,1589.56,0.0081,1576.62,155.41,41.47,24.67,30.71,252.26,1324.36,0.84
100843,2025-07-16,Accessories,Partner,East,9,900.72,0,900.72,180.3,49.71,25.59,14.61,270.22,630.51,0.7
100844,2025-07-08,Accessories,Partner,Central,10,882.37,0.0259,859.5,167.64,46.93,21.33,21.95,257.85,601.65,0.7
100845,2025-07-08,Consumer Devices,Partner,East,2,806.46,0.0748,746.11,182.79,40.63,21.67,38.44,283.52,462.59,0.62
100846,2025-07-26,Software Licenses,Direct,Central,12,3620.96,0.1419,3107.19,336.22,72.54,50.33,38.06,497.15,2610.04,0.84
100847,2025-07-25,Enterprise Hardware,Partner,Central,12,10407.57,0.075,9627.21,2708.53,739.95,346.83,633.2,4428.52,5198.69,0.54
100848,2025-07-13,Software Licenses,Enterprise,West,8,2497.68,0.0929,2265.69,220.04,63.24,34.62,44.61,362.51,1903.18,0.84
100849,2025-07-17,Consumer Devices,E-commerce,East,8,3536.96,0.0758,3268.85,769.1,201.45,93.49,178.13,1242.16,2026.69,0.62
100850,2025-07-18,Services,E-commerce,West,6,3408.36,0.1165,3011.12,465.65,101.9,74.26,80.85,722.67,2288.45,0.76
100851,2025-07-27,Accessories,Enterprise,South,10,938.75,0.07,873.03,171.79,40.76,18.52,30.84,261.91,611.12,0.7
100852,2025-07-01,Consumer Devices,Direct,South,1,426.46,0.0752,394.37,90.1,23.79,15.88,20.08,149.86,244.51,0.62
100853,2025-07-24,Accessories,Direct,West,3,268.32,0.0704,249.43,48.93,13.23,7.64,5.02,74.83,174.6,0.7
100854,2025-07-20,Enterprise Hardware,Partner,West,7,6098.52,0.0797,5612.19,1705.23,397.08,251.59,227.7,2581.61,3030.58,0.54
100855,2025-07-06,Software Licenses,E-commerce,East,5,1435.47,0.003,1431.18,145.07,34.72,16.03,33.16,228.99,1202.19,0.84
100856,2025-07-20,Networking,Direct,East,11,7305.56,0.0282,7099.35,1821.59,506.27,267.68,386.19,2981.73,4117.62,0.58
100857,2025-07-09,Software Licenses,Direct,South,2,618.67,0.0782,570.31,55.57,13.79,9.74,12.15,91.25,479.06,0.84
100858,2025-07-27,Enterprise Hardware,Enterprise,West,7,6138.01,0.1028,5506.92,1579.05,480.8,207.68,265.64,2533.18,2973.74,0.54
100859,2025-07-19,Accessories,Direct,West,6,609.46,0.1003,548.3,110.95,29.09,15.29,9.16,164.49,383.81,0.7
100860,2025-07-18,Services,Direct,West,6,3591.82,0.1216,3155.13,455.27,125.74,57.79,118.43,757.23,2397.9,0.76
100861,2025-07-11,Software Licenses,E-commerce,East,7,2161.54,0.0482,2057.3,213.19,47.76,26.81,41.41,329.17,1728.14,0.84
100862,2025-07-26,Accessories,Direct,Central,1,91.37,0.1188,80.52,14.76,4.52,2.29,2.58,24.15,56.36,0.7
100863,2025-07-25,Accessories,Enterprise,East,12,1090.19,0.0638,1020.6,192.48,51.84,23.13,38.73,306.18,714.42,0.7
100864,2025-07-15,Accessories,E-commerce,West,6,561.83,0.071,521.93,102.21,28.55,11.25,14.57,156.58,365.35,0.7
100865,2025-07-05,Networking,Partner,East,12,8251.66,0.0378,7939.73,2008.84,632.94,350.48,342.42,3334.69,4605.05,0.58
100866,2025-07-19,Software Licenses,Partner,South,3,970.69,0.0059,964.97,101.52,23.49,13.43,15.95,154.39,810.57,0.84
100867,2025-07-26,Enterprise Hardware,Enterprise,South,5,4059.5,0.0722,3766.56,1121.51,303.89,132.5,174.72,1732.62,2033.94,0.54
100868,2025-07-02,Networking,Enterprise,South,5,3690.65,0.1526,3127.3,855.91,186.52,126.95,144.09,1313.47,1813.83,0.58
100869,2025-07-19,Software Licenses,Enterprise,East,12,3777.4,0.0729,3501.91,366.94,98.47,50.91,43.99,560.31,2941.61,0.84
100870,2025-07-04,Consumer Devices,Partner,Central,9,3524.58,0,3524.58,866.55,196.14,100.66,175.99,1339.34,2185.24,0.62
100871,2025-07-27,Consumer Devices,Direct,East,5,2082.17,0.011,2059.35,477.5,120.43,83.31,101.31,782.55,1276.8,0.62
100872,2025-07-11,Services,Enterprise,South,6,3299.95,0.1067,2947.88,449.7,113.85,61.56,82.38,707.49,2240.39,0.76
100873,2025-07-06,Services,Enterprise,South,1,532.13,0.1147,471.11,74.48,18.95,9.35,10.3,113.07,358.05,0.76
100874,2025-07-27,Networking,Partner,West,2,1342.83,0.0272,1306.27,342.42,87.34,57.63,61.25,548.63,757.64,0.58
100875,2025-07-12,Services,Partner,South,6,3457.38,0.0874,3155.15,469.34,106.39,56.51,125.0,757.24,2397.91,0.76
100876,2025-07-15,Networking,Partner,South,4,2734.56,0.113,2425.58,611.32,170.18,86.73,150.52,1018.74,1406.84,0.58
100877,2025-07-09,Consumer Devices,Direct,East,7,2756.4,0,2756.4,686.65,150.97,94.82,114.99,1047.43,1708.97,0.62
100878,2025-07-01,Networking,Enterprise,Central,8,5429.5,0.0601,5103.12,1351.46,304.56,231.06,256.22,2143.31,2959.81,0.58
100879,2025-07-24,Software Licenses,Enterprise,East,9,2608.53,0.081,2397.29,255.82,72.62,30.6,24.52,383.57,2013.73,0.84
100880,2025-07-07,Consumer Devices,Direct,West,12,4962.68,0.0605,4662.35,1075.43,329.0,163.9,203.36,1771.69,2890.66,0.62
100881,2025-07-10,Software Licenses,E-commerce,East,11,3369.36,0.0522,3193.34,321.63,80.82,45.0,63.48,510.93,2682.4,0.84
100882,2025-07-18,Enterprise Hardware,Direct,West,12,10795.19,0.1027,9686.36,2823.1,805.34,465.0,362.29,4455.72,5230.63,0.54
100883,2025-07-01,Accessories,Direct,East,10,913.48,0.0961,825.69,167.68,41.16,26.86,12.0,247.71,577.99,0.7
100884,2025-07-28,Networking,Direct,South,10,7018.73,0.0399,6738.43,1852.05,525.14,230.98,221.97,2830.14,3908.29,0.58
100885,2025-07-11,Software Licenses,Enterprise,South,3,993.44,0.0394,954.28,100.65,27.56,14.05,10.43,152.68,801.59,0.84
100886,2025-07-20,Enterprise Hardware,Enterprise,South,6,4695.53,0.1091,4183.14,1188.9,277.92,169.25,288.18,1924.25,2258.9,0.54
100887,2025-07-23,Enterprise Hardware,Enterprise,East,1,915.06,0.0223,894.62,278.08,63.17,35.27,35.01,411.53,483.1,0.54
100888,2025-07-14,Enterprise Hardware,Enterprise,Central,3,2576.48,0.1036,2309.67,710.05,171.8,109.51,71.1,1062.45,1247.22,0.54
100889,2025-07-06,Enterprise Hardware,Enterprise,West,5,4070.12,0.1354,3519.07,975.82,294.43,161.04,187.48,1618.77,1900.3,0.54
100890,2025-07-26,Consumer Devices,Partner,West,12,4742.09,0.1084,4228.1,1000.04,259.77,168.13,178.74,1606.68,2621.42,0.62
100891,2025-07-08,Services,E-commerce,West,4,2332.07,0,2332.07,370.13,87.11,46.37,56.09,559.7,1772.37,0.76
100892,2025-07-22,Services,Partner,West,1,586.67,0.0887,534.66,86.3,19.29,13.35,9.38,128.32,406.34,0.76
100893,2025-07-14,Software Licenses,Enterprise,South,5,1656.62,0.0136,1634.01,161.1,38.25,26.5,35.59,261.44,1372.57,0.84
100894,2025-07-20,Accessories,Partner,East,10,885.72,0.042,848.51,159.86,38.06,19.18,37.46,254.55,593.96,0.7
100895,2025-07-08,Accessories,Enterprise,South,10,1010.92,0.1245,885.08,179.63,40.07,24.96,20.87,265.53,619.56,0.7
100896,2025-07-03,Services,Enterprise,South,2,1041.62,0.1007,936.74,139.49,39.95,22.11,23.27,224.82,711.92,0.76
100897,2025-07-22,Enterprise Hardware,Enterprise,South,5,4354.45,0.0993,3922.15,1179.48,295.62,143.01,186.08,1804.19,2117.96,0.54
100898,2025-07-01,Networking,Direct,Central,8,5201.79,0.077,4801.51,1237.37,333.98,171.93,273.36,2016.63,2784.87,0.58
100899,2025-07-11,Accessories,Enterprise,West,10,890.81,0.001,889.96,169.0,48.3,24.65,25.04,266.99,622.97,0.7
100900,2025-07-02,Software Licenses,Direct,East,9,2596.39,0.0608,2438.47,249.09,72.84,30.68,37.56,390.16,2048.32,0.84
100901,2025-07-03,Consumer Devices,Enterprise,East,11,4919.77,0.1162,4348.04,1041.26,235.72,136.43,238.84,1652.25,2695.78,0.62
100902,2025-07-18,Software Licenses,Partner,East,7,2260.44,0.0797,2080.19,214.59,52.16,24.31,41.77,332.83,1747.36,0.84
100903,2025-07-06,Software Licenses,Enterprise,East,11,3453.45,0.1983,2768.56,275.28,81.11,38.81,47.77,442.97,2325.59,0.84
100904,2025-07-18,Accessories,Direct,East,11,1039.14,0.0751,961.07,191.57,41.66,31.03,24.06,288.32,672.75,0.7
100905,2025-07-04,Enterprise Hardware,Direct,Central,6,5366.13,0.0564,5063.49,1532.13,346.24,168.14,282.7,2329.2,2734.28,0.54
100906,2025-07-05,Software Licenses,Direct,West,3,978.05,0.0549,924.39,93.0,21.52,11.39,21.99,147.9,776.49,0.84
100907,2025-07-17,Software Licenses,Partner,East,5,1640.92,0.041,1573.63,162.08,40.8,26.39,22.51,251.78,1321.85,0.84
100908,2025-07-18,Services,Enterprise,East,1,583.23,0.0967,526.86,80.15,18.33,11.29,16.67,126.45,400.41,0.76
100909,2025-07-24,Services,E-commerce,South,2,1124.38,0.0741,1041.08,150.08,41.08,21.21,37.48,249.86,791.22,0.76
100910,2025-07-07,Enterprise Hardware,E-commerce,East,8,6497.51,0.0693,6047.48,1769.57,435.25,213.36,363.67,2781.84,3265.64,0.54
100911,2025-07-25,Software Licenses,Enterprise,West,2,667.85,0.1042,598.28,62.62,16.89,9.22,6.99,95.73,502.56,0.84
100912,2025-07-07,Services,Enterprise,East,6,3553.47,0.105,3180.36,495.89,113.05,54.86,99.5,763.29,2417.07,0.76
100913,2025-07-14,Enterprise Hardware,Enterprise,West,3,2380.03,0.0441,2275.19,680.36,182.15,77.25,106.83,1046.59,1228.6,0.54
100914,2025-07-05,Software Licenses,Enterprise,Central,3,863.26,0.0991,777.73,78.0,19.53,9.68,17.22,124.44,653.3,0.84
100915,2025-07-21,Accessories,E-commerce,South,7,654.91,0.0347,632.21,124.36,33.42,20.3,11.58,189.66,442.55,0.7
100916,2025-07-26,Consumer Devices,Direct,South,6,2347.12,0.0577,2211.8,530.7,156.56,69.66,83.56,840.49,1371.32,0.62
100917,2025-07-01,Software Licenses,Partner,East,5,1646.7,0.0241,1607.02,174.03,38.85,22.72,21.52,257.12,1349.9,0.84
100918,2025-07-14,Software Licenses,Direct,West,5,1581.81,0.1016,1421.07,144.99,34.15,24.83,23.39,227.37,1193.7,0.84
100919,2025-07-19,Consumer Devices,Partner,East,9,3504.98,0,3504.98,836.76,225.27,109.2,160.67,1331.89,2173.09,0.62
100920,2025-07-21,Enterprise Hardware,Partner,East,9,7642.16,0.0838,7001.38,2037.49,553.63,257.93,371.59,3220.64,3780.75,0.54
100921,2025-07-27,Software Licenses,E-commerce,West,7,2291.93,0.0489,2179.85,219.57,59.58,32.13,37.49,348.78,1831.07,0.84
100922,2025-07-09,Consumer Devices,Enterprise,South,9,3613.96,0.0495,3434.97,854.25,195.1,109.0,146.93,1305.29,2129.68,0.62
100923,2025-07-27,Enterprise Hardware,E-commerce,East,10,8496.3,0.1074,7584.16,2160.25,589.52,272.51,466.44,3488.71,4095.45,0.54
100924,2025-07-07,Accessories,Enterprise,Central,5,458.06,0.0759,423.29,81.64,22.14,8.98,14.23,126.99,296.3,0.7
100925,2025-07-05,Consumer Devices,E-commerce,South,11,4717.09,0.0311,4570.44,1133.95,268.75,134.92,199.14,1736.77,2833.67,0.62
100926,2025-07-20,Networking,E-commerce,Central,9,6014.7,0,6014.7,1688.49,395.98,230.76,210.94,2526.17,3488.53,0.58
100927,2025-07-08,Accessories,Partner,South,3,275.36,0.0972,248.61,50.06,10.96,6.85,6.72,74.58,174.03,0.7
100928,2025-07-24,Software Licenses,E-commerce,South,2,579.92,0.1009,521.4,54.07,14.38,6.99,7.99,83.42,437.98,0.84
100929,2025-07-08,Software Licenses,Direct,South,9,2850.46,0.0561,2690.55,265.58,80.7,43.0,41.21,430.49,2260.06,0.84
100930,2025-07-05,Services,E-commerce,East,3,1582.43,0.0843,1449.08,218.74,49.33,32.91,46.8,347.78,1101.3,0.76
100931,2025-07-05,Services,Direct,South,10,5226.86,0.0585,4921.03,776.06,215.68,107.86,81.45,1181.05,3739.98,0.76
100932,2025-07-08,Accessories,Enterprise,South,7,709.81,0.0746,656.87,127.41,32.95,13.94,22.76,197.06,459.81,0.7
100933,2025-07-13,Software Licenses,Partner,West,3,859.47,0.0253,837.74,87.82,21.88,14.09,10.25,134.04,703.7,0.84
100934,2025-07-05,Networking,Enterprise,Central,11,7588.72,0.0592,7139.26,1843.76,521.3,213.41,420.02,2998.49,4140.77,0.58
100935,2025-07-08,Enterprise Hardware,Direct,South,10,8428.32,0.0615,7910.35,2372.24,632.3,352.29,281.93,3638.76,4271.59,0.54
100936,2025-07-10,Software Licenses,Direct,West,5,1644.6,0.0632,1540.72,155.13,42.78,24.62,23.99,246.52,1294.21,0.84
100937,2025-07-06,Services,E-commerce,East,4,2320.16,0.0802,2134.08,321.95,73.14,45.37,71.73,512.18,1621.9,0.76
100938,2025-07-05,Enterprise Hardware,Partner,Central,5,3912.98,0.0846,3581.99,1026.03,306.52,157.44,157.73,1647.71,1934.27,0.54
100939,2025-07-12,Accessories,Direct,East,3,274.83,0.0429,263.03,53.42,13.07,8.07,4.35,78.91,184.12,0.7
100940,2025-07-10,Enterprise Hardware,E-commerce,West,2,1726.38,0.1068,1542.08,449.79,118.65,58.89,82.03,709.36,832.72,0.54
100941,2025-07-03,Accessories,Direct,East,5,453.95,0.1067,405.49,74.77,17.54,12.04,17.3,121.65,283.85,0.7
100942,2025-07-13,Software Licenses,Direct,West,7,2338.21,0.0315,2264.62,238.79,52.84,39.38,31.34,362.34,1902.28,0.84
100943,2025-07-16,Enterprise Hardware,Enterprise,South,11,8617.69,0.1451,7367.26,2202.09,523.52,262.46,400.88,3388.94,3978.32,0.54
100944,2025-07-03,Services,Enterprise,Central,2,1125.33,0.1299,979.16,153.69,39.53,16.85,24.93,235.0,744.16,0.76
100945,2025-07-06,Services,Partner,East,5,2931.18,0.1065,2618.91,391.85,110.19,51.76,74.74,628.54,1990.37,0.76
100946,2025-08-24,Software Licenses,Enterprise,West,10,3307.99,0.1366,2856.19,309.42,77.69,35.4,34.49,456.99,2399.2,0.84
100947,2025-08-04,Enterprise Hardware,E-commerce,South,4,3552.7,0.1433,3043.55,893.35,258.62,134.92,113.14,1400.03,1643.52,0.54
100948,2025-08-04,Consumer Devices,Direct,East,11,4476.06,0.0865,4089.08,947.22,272.04,118.92,215.67,1553.85,2535.23,0.62
100949,2025-08-14,Enterprise Hardware,E-commerce,East,9,7680.51,0.0365,7400.52,2087.47,481.29,322.95,512.53,3404.24,3996.28,0.54
100950,2025-08-28,Software Licenses,E-commerce,Central,9,2835.05,0.0903,2579.13,276.07,62.83,38.83,34.92,412.66,2166.47,0.84
100951,2025-08-05,Consumer Devices,Partner,Central,9,3941.8,0.0564,3719.45,857.23,244.95,141.27,169.94,1413.39,2306.06,0.62
100952,2025-08-24,Software Licenses,Partner,South,10,3289.2,0.0788,3029.99,315.23,72.36,52.39,44.81,484.8,2545.19,0.84
100953,2025-08-07,Accessories,Enterprise,South,4,385.84,0.0731,357.65,65.43,16.58,8.55,16.73,107.3,250.36,0.7
100954,2025-08-11,Software Licenses,Direct,South,5,1500.45,0.1207,1319.32,133.0,38.58,16.55,22.96,211.09,1108.23,0.84
100955,2025-08-21,Networking,Direct,South,3,1950.64,0.118,1720.53,460.06,123.27,68.5,70.8,722.62,997.91,0.58
100956,2025-08-22,Software Licenses,E-commerce,South,4,1237.69,0.1349,1070.78,103.64,28.52,16.85,22.31,171.32,899.45,0.84
100957,2025-08-27,Accessories,Enterprise,West,11,1103.18,0.092,1001.7,187.05,45.07,24.55,43.83,300.51,701.19,0.7
100958,2025-08-09,Services,Direct,West,3,1642.31,0.0633,1538.38,229.27,54.9,34.76,50.29,369.21,1169.17,0.76
100959,2025-08-20,Accessories,Direct,Central,9,884.82,0.032,856.47,164.53,44.65,23.27,24.48,256.94,599.53,0.7
100960,2025-08-08,Consumer Devices,Direct,West,8,3098.63,0,3098.63,798.21,176.1,122.14,81.02,1177.48,1921.15,0.62
100961,2025-08-04,Networking,Enterprise,West,12,8449.39,0,8449.39,2150.57,536.28,254.74,607.15,3548.74,4900.65,0.58
100962,2025-08-14,Enterprise Hardware,Partner,East,11,10096.53,0.1268,8816.78,2501.79,702.37,387.88,463.67,4055.72,4761.06,0.54
100963,2025-08-07,Enterprise Hardware,Partner,Central,6,4783.76,0.0542,4524.65,1309.33,391.01,212.06,168.95,2081.34,2443.31,0.54
100964,2025-08-09,Software Licenses,Direct,West,7,2002.69,0.0175,1967.71,194.81,47.35,26.58,46.1,314.83,1652.88,0.84
100965,2025-08-15,Software Licenses,Partner,East,10,3060.44,0.0895,2786.41,271.84,82.62,45.3,46.06,445.83,2340.58,0.84
100966,2025-08-28,Consumer Devices,Enterprise,West,5,1941.44,0.0797,1786.65,413.53,112.36,48.98,104.06,678.93,1107.72,0.62
100967,2025-08-27,Services,Direct,Central,2,1099.78,0.1199,967.92,142.92,42.09,23.55,23.74,232.3,735.62,0.76
100968,2025-08-12,Networking,Enterprise,West,4,2896.78,0.0307,2807.85,789.98,196.85,119.17,73.3,1179.3,1628.56,0.58
100969,2025-08-26,Enterprise Hardware,Enterprise,West,1,899.23,0,899.23,279.08,68.58,42.4,23.59,413.65,485.58,0.54
100970,2025-08-04,Consumer Devices,Partner,Central,2,780.66,0.1283,680.53,157.74,39.78,28.06,33.02,258.6,421.93,0.62
100971,2025-08-18,Consumer Devices,Enterprise,East,1,448.54,0.0711,416.65,100.9,29.39,14.98,13.06,158.33,258.32,0.62
100972,2025-08-16,Accessories,Direct,South,6,603.48,0.1089,537.76,99.64,26.91,11.35,23.42,161.33,376.43,0.7
100973,2025-08-04,Enterprise Hardware,Direct,East,2,1712.33,0.0584,1612.34,484.35,110.91,60.78,85.64,741.68,870.66,0.54
100974,2025-08-05,Accessories,Partner,East,11,1110.1,0.0803,1020.99,191.0,46.24,28.57,40.48,306.3,714.69,0.7
100975,2025-08-03,Networking,Partner,Central,11,7501.6,0.0974,6770.95,1861.61,418.45,293.01,270.73,2843.8,3927.15,0.58
100976,2025-08-18,Consumer Devices,Direct,West,5,1942.69,0.0485,1848.53,438.29,115.2,58.54,90.42,702.44,1146.09,0.62
100977,2025-08-24,Networking,Enterprise,South,3,1959.46,0.1356,1693.73,456.73,107.17,78.05,69.42,711.37,982.36,0.58
100978,2025-08-04,Enterprise Hardware,Enterprise,East,2,1763.6,0.0707,1638.93,486.63,111.34,56.73,99.2,753.91,885.02,0.54
100979,2025-08-25,Networking,Direct,West,9,6461.04,0.0293,6271.41,1718.88,412.18,203.49,299.45,2633.99,3637.42,0.58
100980,2025-08-07,Software Licenses,Direct,Central,4,1146.59,0.092,1041.07,108.24,24.71,14.95,18.68,166.57,874.5,0.84
100981,2025-08-23,Services,Direct,South,2,1121.67,0,1121.67,178.06,50.76,19.14,21.24,269.2,852.47,0.76
100982,2025-08-27,Services,Partner,South,7,4065.32,0.0818,3732.83,604.04,148.21,71.9,71.73,895.88,2836.95,0.76
100983,2025-08-24,Accessories,Direct,Central,11,1120.2,0.0608,1052.08,210.89,55.0,34.08,15.66,315.62,736.46,0.7
100984,2025-08-11,Software Licenses,Enterprise,West,5,1461.3,0.0881,1332.56,133.69,37.77,20.46,21.29,213.21,1119.35,0.84
100985,2025-08-03,Networking,Direct,South,4,2569.65,0.0852,2350.67,608.19,161.55,81.95,135.6,987.28,1363.39,0.58
100986,2025-08-14,Software Licenses,E-commerce,West,4,1267.56,0.1644,1059.2,103.1,27.7,16.67,22.0,169.47,889.73,0.84
100987,2025-08-16,Consumer Devices,Direct,East,11,4928.69,0.13,4288.13,1072.24,248.64,152.1,156.5,1629.49,2658.64,0.62
100988,2025-08-17,Enterprise Hardware,Partner,East,12,9610.04,0.0858,8785.77,2656.46,715.24,327.01,342.75,4041.46,4744.32,0.54
100989,2025-08-21,Enterprise Hardware,Partner,East,3,2616.13,0.0675,2439.57,739.82,188.32,84.74,109.31,1122.2,1317.37,0.54
100990,2025-08-26,Consumer Devices,Direct,South,8,3497.95,0.0425,3349.17,840.55,178.34,106.5,147.3,1272.69,2076.49,0.62
100991,2025-08-14,Networking,E-commerce,South,9,5927.75,0.0554,5599.45,1484.28,412.38,175.56,279.55,2351.77,3247.68,0.58
100992,2025-08-26,Consumer Devices,Partner,South,11,4881.54,0.0478,4648.24,1076.72,306.16,127.41,256.04,1766.33,2881.91,0.62
100993,2025-08-20,Consumer Devices,Direct,East,6,2527.46,0.1245,2212.74,559.51,145.52,82.5,53.31,840.84,1371.9,0.62
100994,2025-08-15,Accessories,Direct,South,1,90.6,0.1012,81.43,14.75,4.54,2.17,2.96,24.43,57.0,0.7
100995,2025-08-04,Consumer Devices,Partner,South,8,3171.21,0.0838,2905.49,707.89,201.83,106.26,88.11,1104.09,1801.41,0.62
100996,2025-08-04,Accessories,Partner,South,2,201.02,0.1079,179.32,32.63,7.68,3.85,9.63,53.8,125.53,0.7
100997,2025-08-03,Consumer Devices,E-commerce,West,12,4789.62,0.0269,4660.65,1169.84,299.39,164.75,137.07,1771.05,2889.6,0.62
100998,2025-08-23,Networking,Direct,East,1,718.44,0.09,653.81,174.26,49.12,29.57,21.64,274.6,379.21,0.58
100999,2025-08-15,Networking,Enterprise,South,2,1484.61,0,1484.61,410.8,90.28,53.76,68.7,623.53,861.07,0.58
101000,2025-08-07,Consumer Devices,Partner,West,3,1194.05,0.0723,1107.71,260.82,66.17,31.31,62.63,420.93,686.78,0.62
101001,2025-08-28,Enterprise Hardware,Direct,East,9,7925.3,0.1641,6624.66,1888.42,520.2,230.7,408.02,3047.34,3577.32,0.54
101002,2025-08-15,Enterprise Hardware,Direct,West,6,5314.3,0.0963,4802.53,1365.58,342.4,224.0,277.19,2209.16,2593.36,0.54
101003,2025-08-11,Networking,Direct,Central,5,3527.55,0.09,3210.22,866.35,225.5,119.0,137.44,1348.29,1861.93,0.58
101004,2025-08-26,Consumer Devices,Partner,West,7,3131.72,0.1008,2815.99,646.25,172.77,102.76,148.3,1070.08,1745.92,0.62
